Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
34,Jean-Eudes Aholou,ci,MF,,Strasbourg,Ligue 1,26,1994,23.8,2,31,6,19.4,1.30,0.25,0.06,0.33,21.3,0,0,0,2.3,2.1,0.07,-0.3,-0.1,Matches
35,Jean-Eudes Aholou,ci,MF,,Monaco,Ligue 1,26,1994,0.4,0,2,1,50.0,5.00,2.50,0.00,0.00,16.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
36,Joseph Aidoo,gh,DF,,Celta Vigo,La Liga,24,1995,14.3,0,9,0,0.0,0.63,0.00,0.00,,14.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
37,Ola Aina,ng,DF,,Fulham,Premier League,23,1996,29.6,2,14,4,28.6,0.47,0.14,0.14,0.50,24.6,1,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
38,Rayan Aït-Nouri,dz,DF,,Wolves,Premier League,19,2001,15.6,1,15,6,40.0,0.96,0.38,0.07,0.17,19.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
39,Rayan Aït-Nouri,dz,DF,,Angers,Ligue 1,19,2001,2.1,0,1,0,0.0,0.48,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
40,Semi Ajayi,ng,DF,,West Brom,Premier League,26,1993,30.9,2,13,4,30.8,0.42,0.13,0.15,0.50,9.8,0,0,0,1.9,1.9,0.15,+0.1,+0.1,Matches
41,Ludovic Ajorque,fr,FW,,Strasbourg,Ligue 1,26,1994,33.0,16,66,30,45.5,2.00,0.91,0.18,0.40,15.0,0,4,5,15.7,11.8,0.18,+0.3,+0.2,Matches
42,Manuel Akanji,ch,DF,,Dortmund,Bundesliga,25,1995,26.1,2,19,4,21.1,0.73,0.15,0.11,0.50,13.9,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
43,Carlos Akapo,gq,DF,,Cádiz,La Liga,27,1993,9.6,1,2,1,50.0,0.21,0.10,0.50,1.00,23.4,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
44,Marley Aké,fr,FW,,Marseille,Ligue 1,19,2001,1.6,0,4,0,0.0,2.47,0.00,0.00,,12.7,0,0,0,1.0,1.0,0.26,-1.0,-1.0,Matches
45,Nathan Aké,nl,DF,,Manchester City,Premier League,25,1995,8.9,1,3,1,33.3,0.34,0.11,0.33,1.00,15.5,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
46,Paul Akouokou,ci,MF,,Betis,La Liga,22,1997,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
47,Jean-Daniel Akpa-Akpro,ci,MF,,Lazio,Serie A,27,1992,11.7,0,12,1,8.3,1.02,0.09,0.00,0.00,16.6,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Matches
48,Kevin Akpoguma,ng,DF,,Hoffenheim,Bundesliga,25,1995,13.2,1,2,2,100.0,0.15,0.15,0.50,0.50,21.0,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
49,David Alaba,at,DF,MF,Bayern Munich,Bundesliga,28,1992,29.7,2,21,6,28.6,0.71,0.20,0.10,0.33,23.9,3,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
50,Sofiane Alakouch,ma,DF,,Nîmes,Ligue 1,22,1998,16.7,0,5,0,0.0,0.30,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
51,Jony Álamo,es,MF,,Elche,La Liga,18,2001,0.8,0,1,0,0.0,1.23,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
52,Lucas Alario,ar,FW,,Leverkusen,Bundesliga,27,1992,13.8,11,39,18,46.2,2.82,1.30,0.23,0.50,13.4,0,2,2,7.2,5.7,0.14,+3.8,+3.3,Matches
53,Jordi Alba,es,DF,FW,Barcelona,La Liga,31,1989,33.6,3,27,10,37.0,0.80,0.30,0.11,0.30,20.2,1,0,0,1.9,1.9,0.07,+1.1,+1.1,Matches
54,Luis Alberto,es,MF,,Lazio,Serie A,27,1992,29.1,9,69,29,42.0,2.37,1.00,0.13,0.31,21.3,3,0,0,5.1,5.0,0.07,+3.9,+4.0,Matches
55,Raúl Albiol,es,DF,,Villarreal,La Liga,34,1985,34.6,0,8,1,12.5,0.23,0.03,0.00,0.00,14.6,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
56,Marc Albrighton,eng,DF,FW,Leicester City,Premier League,30,1989,19.4,1,21,9,42.9,1.08,0.46,0.05,0.11,21.2,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
57,Paco Alcácer,es,FW,,Villarreal,La Liga,26,1993,17.2,6,35,16,45.7,2.04,0.93,0.14,0.31,14.0,3,1,2,9.0,7.5,0.21,-3.0,-2.5,Matches
58,Pedro Alcalá,es,DF,,Cádiz,La Liga,31,1989,10.1,0,2,0,0.0,0.20,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
59,Thiago Alcántara,es,MF,,Liverpool,Premier League,29,1991,20.6,1,22,5,22.7,1.07,0.24,0.05,0.20,23.3,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
60,Rubén Alcaraz,es,MF,,Valladolid,La Liga,29,1991,24.1,1,28,3,10.7,1.16,0.12,0.04,0.33,25.1,7,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
61,Omar Alderete,py,DF,,Hertha BSC,Bundesliga,23,1996,14.4,0,6,2,33.3,0.42,0.14,0.00,0.00,15.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
62,Toby Alderweireld,be,DF,,Tottenham,Premier League,31,1989,24.9,1,10,3,30.0,0.40,0.12,0.10,0.33,8.5,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
63,Iván Alejo,es,MF,FW,Cádiz,La Liga,25,1995,9.2,1,13,4,30.8,1.41,0.44,0.08,0.25,17.9,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
64,Carles Aleñá,es,MF,,Barcelona,La Liga,22,1998,0.5,0,1,0,0.0,1.87,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
65,Carles Aleñá,es,MF,FW,Getafe,La Liga,22,1998,15.2,2,30,8,26.7,1.98,0.53,0.07,0.25,22.0,0,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
66,Rúnar Alex Rúnarsson,is,GK,,Arsenal,Premier League,25,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
67,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,21,1998,33.7,2,55,12,21.8,1.63,0.36,0.04,0.17,24.9,18,0,0,2.6,2.6,0.05,-0.6,-0.6,Matches
68,Alfon,es,MF,,Celta Vigo,La Liga,21,1999,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,15.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
69,Mohamed Ali Cho,fr,FW,MF,Angers,Ligue 1,16,2004,3.9,0,10,0,0.0,2.59,0.00,0.00,,13.0,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches
70,Ezgjan Alioski,mk,DF,MF,Leeds United,Premier League,28,1992,27.3,2,25,8,32.0,0.91,0.29,0.08,0.25,19.0,0,0,0,1.6,1.6,0.06,+0.4,+0.4,Matches
71,Rachid Alioui,ma,FW,,Angers,Ligue 1,28,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,Alisson,br,GK,,Liverpool,Premier League,27,1992,33.0,1,1,1,100.0,0.03,0.03,1.00,1.00,8.4,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches
73,Saturnin Allagbé,bj,GK,,Dijon,Ligue 1,26,1993,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
74,Allan,br,MF,,Everton,Premier League,29,1991,22.8,0,7,2,28.6,0.31,0.09,0.00,0.00,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
75,Dele Alli,eng,MF,,Tottenham,Premier League,24,1996,6.9,0,12,4,33.3,1.74,0.58,0.00,0.00,15.4,0,0,0,2.0,2.0,0.17,-2.0,-2.0,Matches
76,Miguel Almirón,py,MF,FW,Newcastle Utd,Premier League,26,1994,27.0,4,33,14,42.4,1.22,0.52,0.12,0.29,19.2,1,0,0,3.2,3.2,0.10,+0.8,+0.8,Matches
77,Marcos Alonso,es,DF,,Chelsea,Premier League,29,1990,10.7,2,22,9,40.9,2.06,0.84,0.09,0.22,17.6,5,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
78,Sergio Álvarez,es,MF,DF,Eibar,La Liga,28,1992,17.4,0,6,2,33.3,0.34,0.11,0.00,0.00,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
79,Yeray Álvarez,es,DF,,Athletic Club,La Liga,25,1995,21.6,1,10,1,10.0,0.46,0.05,0.10,1.00,14.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
80,Bruno Alves,pt,DF,,Parma,Serie A,38,1981,18.1,1,10,3,30.0,0.55,0.17,0.10,0.33,23.5,3,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
81,Steven Alzate,co,MF,,Brighton,Premier League,21,1998,10.0,1,7,2,28.6,0.70,0.20,0.14,0.50,18.7,0,0,0,0.8,0.8,0.12,+0.2,+0.2,Matches
82,Ibrahim Amadou,fr,MF,,Angers,Ligue 1,27,1993,16.7,0,15,5,33.3,0.90,0.30,0.00,0.00,20.3,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches
83,Romain Amalfitano,fr,FW,DF,Dijon,Ligue 1,30,1989,1.3,0,2,0,0.0,1.55,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
84,Emmanuel Amankwaa Akurugu,gh,DF,,Getafe,La Liga,18,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
85,Daniel Amartey,gh,DF,,Leicester City,Premier League,25,1994,8.0,1,3,1,33.3,0.37,0.12,0.33,1.00,10.6,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
86,Jordan Amavi,fr,DF,,Marseille,Ligue 1,26,1994,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,11.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
87,Thierry Ambrose,gp,FW,,Metz,Ligue 1,23,1997,8.4,0,19,6,31.6,2.27,0.72,0.00,0.00,20.0,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
88,Wisdom Amey,it,DF,,Bologna,Serie A,14,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,Nadiem Amiri,de,MF,,Leverkusen,Bundesliga,23,1996,21.0,2,42,14,33.3,2.00,0.67,0.05,0.14,24.4,3,0,0,2.2,2.2,0.05,-0.2,-0.2,Matches
90,Ethan Ampadu,wls,DF,MF,Sheffield Utd,Premier League,19,2000,23.2,0,7,2,28.6,0.30,0.09,0.00,0.00,19.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
91,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,23,1996,27.1,0,10,3,30.0,0.37,0.11,0.00,0.00,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
92,Jon Ander Garrido,es,MF,,Cádiz,La Liga,30,1989,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
93,Joachim Andersen,dk,DF,,Fulham,Premier League,24,1996,30.3,1,13,3,23.1,0.43,0.10,0.08,0.33,16.4,1,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
94,Joachim Andersen,dk,DF,,Lyon,Ligue 1,24,1996,2.1,0,5,0,0.0,2.34,0.00,0.00,,21.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
95,Djavan Anderson,nl,DF,,Lazio,Serie A,25,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
96,Elliot Anderson,eng,MF,,Newcastle Utd,Premier League,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
97,Felipe Anderson,br,FW,MF,West Ham,Premier League,27,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,Sebastian Andersson,se,FW,,Köln,Bundesliga,29,1991,12.5,3,39,13,33.3,3.12,1.04,0.05,0.15,13.0,0,1,1,6.2,5.4,0.14,-3.2,-3.4,Matches
99,Nícolas Andrade,br,GK,,Udinese,Serie A,32,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
100,Benjamin André,fr,MF,,Lille,Ligue 1,29,1990,32.1,0,19,7,36.8,0.59,0.22,0.00,0.00,15.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
101,Marcos André,br,FW,,Valladolid,La Liga,23,1996,13.1,4,32,12,37.5,2.45,0.92,0.13,0.33,13.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,Matches
102,Robert Andrich,de,MF,,Union Berlin,Bundesliga,25,1994,28.1,5,41,9,22.0,1.46,0.32,0.12,0.56,24.0,4,0,0,2.6,2.6,0.06,+2.4,+2.4,Matches
103,Victorien Angban,ci,MF,,Metz,Ligue 1,23,1996,18.6,0,6,1,16.7,0.32,0.05,0.00,0.00,22.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
104,Ángel,es,GK,,Granada,La Liga,18,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
105,José Ángel,es,DF,,Eibar,La Liga,30,1989,10.0,0,2,0,0.0,0.20,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
106,Miguel Ángel Rubio,es,DF,,Valladolid,La Liga,22,1998,1.5,0,1,0,0.0,0.67,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
107,Angeliño,es,DF,FW,RB Leipzig,Bundesliga,23,1997,24.0,4,35,13,37.1,1.46,0.54,0.11,0.31,16.1,4,0,0,4.2,4.2,0.12,-0.2,-0.2,Matches
108,Davide Angelo Ghislandi,it,DF,,Atalanta,Serie A,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
109,Philip Ankhrah,gh,MF,,Hellas Verona,Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
110,Cristian Ansaldi,ar,DF,FW,Torino,Serie A,33,1986,21.6,1,17,6,35.3,0.79,0.28,0.00,0.00,23.5,4,1,1,1.9,1.1,0.07,-0.9,-1.1,Matches
