Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
226,Davide Bartesaghi,it,DF,MF,Milan,Serie A,17,2005,0.9,51,8,25,18,8,0,51,1,0,0.0,1,100.0,23,157,53,1,3,0,1,2,29,4
227,Marc Bartra,es,DF,,Betis,La Liga,32,1991,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0
228,Federico Baschirotto,it,DF,,Lecce,Serie A,26,1996,36.6,2092,322,1171,876,53,24,2092,0,0,,0,,1138,6160,3312,28,9,0,12,4,1290,3
229,Steven Baseya,fr,DF,,Strasbourg,Ligue 1,18,2005,0.1,15,3,9,6,0,0,15,0,0,,0,,9,38,7,0,0,0,0,0,7,0
230,Chris Basham,eng,DF,MF,Sheffield Utd,Premier League,35,1988,3.6,185,26,84,69,32,5,185,4,3,75.0,1,25.0,72,320,163,1,4,0,2,2,89,6
231,Toma Bašić,hr,MF,,Salernitana,Serie A,26,1996,12.9,679,43,175,394,121,6,679,15,10,66.7,5,33.3,366,1843,758,11,15,0,23,3,439,16
232,Calvin Bassey,ng,DF,,Fulham,Premier League,23,1999,25.6,1901,305,1054,830,37,9,1901,14,11,78.6,2,14.3,1179,6037,3035,15,11,2,12,8,1291,4
233,Alessandro Bastoni,it,DF,,Inter,Serie A,24,1999,25.2,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77
234,Simone Bastoni,it,MF,DF,Empoli,Serie A,26,1996,8.3,464,29,123,216,132,12,464,9,4,44.4,5,55.6,206,995,465,12,11,0,12,9,240,26
235,Augusto Batalla,ar,GK,,Granada,La Liga,27,1996,17.0,734,581,719,14,2,2,734,3,3,100.0,0,0.0,408,2194,1348,0,0,0,1,0,301,1
236,Daniel Batz,de,GK,,Mainz 05,Bundesliga,32,1991,4.0,166,124,162,4,0,0,166,0,0,,0,,84,433,265,0,0,0,0,0,91,0
237,Maximilian Bauer,de,DF,,Augsburg,Bundesliga,23,2000,9.0,586,56,312,238,38,5,586,3,2,66.7,1,33.3,350,1664,896,2,4,0,6,0,373,1
238,Elias Baum,de,DF,MF,Eint Frankfurt,Bundesliga,17,2005,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2
239,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,33,1990,34.0,1521,1225,1492,31,0,0,1521,0,0,,0,,817,3787,2092,0,0,0,0,0,735,0
240,Christoph Baumgartner,at,MF,FW,RB Leipzig,Bundesliga,23,1999,12.9,662,17,94,305,275,67,662,37,18,48.6,15,40.5,390,2146,1252,36,31,13,38,28,479,86
241,Bebé,cv,MF,FW,Rayo Vallecano,La Liga,33,1990,2.4,145,2,8,55,88,7,144,22,12,54.5,9,40.9,85,848,390,17,10,5,10,3,97,24
242,Ihlas Bebou,tg,FW,DF,Hoffenheim,Bundesliga,29,1994,18.2,755,18,101,272,393,76,755,63,26,41.3,32,50.8,430,2222,1052,42,36,22,63,25,516,145
243,Mohamed Bechikh,fr,FW,MF,Strasbourg,Ligue 1,18,2005,0.2,10,0,0,9,1,0,10,2,0,0.0,2,100.0,5,42,24,0,0,0,1,0,7,3
244,Adrian Beck,de,MF,FW,Heidenheim,Bundesliga,26,1997,10.8,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43
245,Owen Beck,wls,DF,,Liverpool,Premier League,20,2002,0.1,8,0,3,4,2,0,8,1,0,0.0,1,100.0,4,43,1,0,0,0,1,0,4,1
246,Sheraldo Becker,sr,FW,MF,Real Sociedad,La Liga,28,1995,8.6,300,0,13,85,207,42,300,8,4,50.0,3,37.5,178,1223,591,28,9,8,15,5,232,87
247,Sheraldo Becker,sr,FW,MF,Union Berlin,Bundesliga,28,1995,7.2,347,6,33,112,208,24,347,14,6,42.9,8,57.1,198,1490,737,32,17,7,14,4,233,73
248,Chris Bedia,ci,FW,MF,Union Berlin,Bundesliga,27,1996,1.6,40,2,2,17,23,8,40,2,2,100.0,0,0.0,23,80,31,1,1,1,6,1,30,6
249,Donny van de Beek,nl,DF,,Manchester Utd,Premier League,26,1997,0.0,4,0,0,2,2,2,4,0,0,,0,,1,1,0,0,0,0,1,0,1,1
250,Donny van de Beek,nl,MF,FW,Eint Frankfurt,Bundesliga,26,1997,4.0,173,2,30,94,50,12,173,6,3,50.0,3,50.0,95,445,112,2,2,0,6,3,113,12
251,Yanis Begraoui,ma,FW,MF,Toulouse,Ligue 1,22,2001,3.3,149,5,20,69,65,15,149,9,7,77.8,2,22.2,113,692,266,9,6,2,12,6,107,30
252,Kevin Behrens,de,FW,,Wolfsburg,Bundesliga,32,1991,6.8,239,5,12,97,132,30,239,8,3,37.5,5,62.5,110,391,143,7,3,3,15,10,175,41
253,Kevin Behrens,de,FW,,Union Berlin,Bundesliga,32,1991,14.0,499,21,43,226,235,69,499,7,4,57.1,3,42.9,244,985,342,11,13,4,39,12,372,93
254,Maximilian Beier,de,FW,MF,Hoffenheim,Bundesliga,20,2002,26.9,872,14,61,315,505,145,872,87,33,37.9,45,51.7,547,2949,1373,61,32,36,79,32,628,224
255,Jérémie Bela,ao,MF,FW,Clermont Foot,Ligue 1,30,1993,2.3,121,3,7,59,58,3,121,7,4,57.1,3,42.9,94,664,340,14,9,0,4,3,99,33
256,Reda Belahyane,ma,MF,,Hellas Verona,Serie A,19,2004,1.0,35,2,10,20,6,0,35,0,0,,0,,20,92,27,1,1,0,1,1,22,2
257,Reda Belahyane,ma,MF,,Nice,Ligue 1,19,2004,0.3,18,1,1,12,5,0,18,1,1,100.0,0,0.0,13,87,63,1,0,0,0,0,10,0
258,Amari'i Bell,jm,DF,,Luton Town,Premier League,29,1994,19.1,1070,101,480,486,117,5,1070,27,10,37.0,15,55.6,584,3640,2020,32,25,1,18,5,607,10
259,Stefan Bell,de,DF,,Mainz 05,Bundesliga,31,1991,7.4,431,51,231,182,20,8,431,2,2,100.0,0,0.0,223,846,336,0,1,0,2,1,270,2
260,Alaa Bellaarouch,ma,GK,,Strasbourg,Ligue 1,21,2002,15.0,542,413,540,3,0,0,542,0,0,,0,,415,2305,1282,0,1,1,0,0,300,0
261,Raoul Bellanova,it,DF,,Torino,Serie A,23,2000,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202
262,Jean-Ricner Bellegarde,fr,MF,FW,Wolves,Premier League,25,1998,10.6,478,25,86,201,199,30,478,39,17,43.6,17,43.6,268,1850,880,30,28,5,25,19,302,49
263,Jean-Ricner Bellegarde,fr,MF,FW,Strasbourg,Ligue 1,25,1998,3.0,135,2,27,68,44,5,135,15,8,53.3,5,33.3,102,751,275,9,7,1,6,13,88,10
264,Héctor Bellerín,es,DF,,Betis,La Liga,28,1995,19.0,1170,53,349,544,286,24,1170,48,17,35.4,30,62.5,580,3153,1735,32,25,7,26,17,682,80
265,Jude Bellingham,eng,MF,,Real Madrid,La Liga,20,2003,25.7,1897,21,202,978,746,135,1896,97,50,51.5,35,36.1,1235,6812,3434,85,73,26,53,40,1554,177
266,Jeanuël Belocian,fr,DF,,Rennes,Ligue 1,18,2005,16.1,1002,104,385,492,129,5,1002,8,5,62.5,2,25.0,739,4456,2252,16,24,0,8,4,685,37
267,Andrea Belotti,it,FW,,Fiorentina,Serie A,29,1993,10.5,302,6,14,135,156,47,302,6,1,16.7,3,50.0,158,753,237,10,4,4,23,13,221,60
268,Andrea Belotti,it,FW,,Roma,Serie A,29,1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40.0,160,850,350,15,9,6,21,12,186,49
269,Fran Beltrán,es,MF,,Celta Vigo,La Liga,24,1999,27.0,1593,50,326,985,297,12,1593,24,12,50.0,12,50.0,937,4446,2041,28,33,2,28,20,1060,30
270,Lucas Beltrán,ar,FW,MF,Fiorentina,Serie A,22,2001,18.8,668,16,49,280,342,88,667,31,12,38.7,17,54.8,384,1500,542,12,10,6,56,31,478,113
271,Eliesse Ben Seghir,ma,MF,FW,Monaco,Ligue 1,18,2005,4.8,291,3,25,128,144,24,291,26,6,23.1,17,65.4,241,1567,682,26,19,6,8,8,237,56
272,Anis Ben Slimane,tn,MF,,Sheffield Utd,Premier League,22,2001,4.7,216,15,46,108,65,12,216,17,2,11.8,13,76.5,109,452,168,3,8,3,8,12,120,21
273,Wissam Ben Yedder,fr,FW,,Monaco,Ligue 1,32,1990,25.7,958,0,33,411,523,154,957,46,17,37.0,27,58.7,757,3916,1391,52,31,23,49,39,747,229
274,Carlos Benavídez,uy,MF,,Alavés,La Liga,25,1998,12.6,628,35,173,348,113,11,628,4,2,50.0,2,50.0,222,1090,508,9,10,1,11,5,286,5
275,Ismaël Bennacer,dz,MF,,Milan,Serie A,25,1997,12.8,943,20,158,556,240,15,942,30,17,56.7,10,33.3,554,2959,1211,24,21,3,17,18,687,33
276,Saïd Benrahma,dz,FW,MF,West Ham,Premier League,27,1995,6.9,355,11,65,128,168,35,354,38,14,36.8,21,55.3,238,1687,790,28,17,15,14,8,245,70
277,Saïd Benrahma,dz,FW,MF,Lyon,Ligue 1,27,1995,8.6,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113
278,Ramy Bensebaini,dz,DF,,Dortmund,Bundesliga,28,1995,11.5,1000,58,288,522,202,19,1000,17,16,94.1,0,0.0,575,2507,1200,17,22,1,19,3,653,63
279,Nabil Bentaleb,dz,MF,,Lille,Ligue 1,28,1994,21.9,1667,84,406,1120,155,6,1667,19,14,73.7,4,21.1,1287,5606,2066,11,28,1,27,18,1202,17
280,Rodrigo Bentancur,uy,MF,,Tottenham,Premier League,26,1997,11.2,931,36,174,512,250,29,931,21,11,52.4,8,38.1,573,2769,1148,16,22,2,16,19,730,31
281,Daniel Bentley,eng,GK,,Wolves,Premier League,30,1993,4.3,151,120,149,2,0,0,151,0,0,,0,,66,318,181,0,0,0,0,0,76,0
282,Lucas Beraldo,br,DF,,Paris S-G,Ligue 1,19,2003,11.2,1056,80,410,592,58,5,1056,4,3,75.0,1,25.0,832,4228,2168,7,22,0,2,2,777,2
283,Domenico Berardi,it,FW,,Sassuolo,Serie A,28,1994,15.9,829,9,67,340,430,63,824,28,11,39.3,14,50.0,496,2734,1220,38,26,14,31,24,607,123
284,Yuri Berchiche,es,DF,,Athletic Club,La Liga,33,1990,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77
285,Álex Berenguer,es,FW,,Athletic Club,La Liga,28,1995,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143
286,Bartosz Bereszyński,pl,DF,,Empoli,Serie A,31,1992,19.6,1048,74,374,537,147,3,1048,27,13,48.1,11,40.7,485,2551,1219,15,10,3,19,6,539,18
287,Jóhann Berg Guðmundsson,is,MF,FW,Burnley,Premier League,32,1990,13.2,656,25,108,284,268,26,656,16,5,31.3,7,43.8,371,1836,605,13,13,2,20,15,420,69
288,Sander Berge,no,MF,,Burnley,Premier League,25,1998,33.4,1887,133,494,997,414,41,1887,41,20,48.8,16,39.0,1076,6419,3091,64,57,9,23,23,1233,29
289,Etrit Berisha,al,GK,,Empoli,Serie A,34,1989,14.0,532,456,530,2,0,0,532,0,0,,0,,314,1627,997,0,0,0,1,0,245,0
290,Medon Berisha,al,FW,MF,Lecce,Serie A,19,2003,2.3,111,3,23,72,19,3,111,5,1,20.0,2,40.0,71,374,123,3,2,0,2,2,86,3
291,Mergim Berisha,de,FW,,Hoffenheim,Bundesliga,25,1998,1.6,55,1,5,18,33,9,55,2,2,100.0,0,0.0,42,189,96,2,1,1,8,8,44,13
292,Mergim Berisha,de,FW,,Augsburg,Bundesliga,25,1998,1.4,28,4,5,9,14,3,28,2,0,0.0,2,100.0,18,96,53,3,1,1,1,1,20,5
293,Bernardo,br,DF,,Bochum,Bundesliga,28,1995,32.5,2103,200,761,1070,286,51,2103,23,12,52.2,9,39.1,796,3775,1777,26,23,1,32,16,923,38
294,Victor Bernth Kristiansen,dk,DF,,Bologna,Serie A,20,2002,25.6,1890,89,667,918,320,13,1890,23,11,47.8,8,34.8,1125,5209,2280,23,15,2,14,7,1274,74
295,Matúš Bero,sk,MF,FW,Bochum,Bundesliga,27,1995,18.5,737,49,142,352,254,33,737,19,4,21.1,14,73.7,334,1448,543,12,15,2,31,17,395,71
296,Luke Berry,eng,MF,DF,Luton Town,Premier League,31,1992,3.6,143,5,28,70,46,13,143,3,2,66.7,0,0.0,56,141,30,1,2,0,5,4,70,7
297,Dimitry Bertaud,cd,GK,,Montpellier,Ligue 1,25,1998,4.0,152,139,152,0,0,0,152,0,0,,0,,111,628,307,0,0,0,0,0,62,0
298,Jan-Niklas Beste,de,FW,MF,Heidenheim,Bundesliga,24,1999,28.9,1302,24,218,456,649,56,1301,81,30,37.0,45,55.6,653,4972,2149,80,57,12,52,32,684,136
299,Beto,gw,FW,,Everton,Premier League,25,1998,10.6,373,16,30,141,206,64,372,35,15,42.9,17,48.6,183,1021,384,14,9,13,47,22,250,58
300,Beto,gw,FW,,Udinese,Serie A,25,1998,0.8,17,0,0,7,10,1,17,3,2,66.7,1,33.3,15,51,18,0,0,0,3,0,14,5
301,Davide Bettella,it,MF,,Monza,Serie A,23,2000,0.0,5,0,2,2,1,0,5,0,0,,0,,3,7,0,0,0,0,0,1,4,0
302,Sam Beukema,nl,DF,,Bologna,Serie A,24,1998,28.3,2283,291,1170,1060,61,14,2283,8,4,50.0,2,25.0,1457,8540,4162,14,10,1,6,3,1679,5
303,Jordan Beyer,de,DF,,Burnley,Premier League,23,2000,13.7,1022,159,570,429,26,8,1022,7,4,57.1,2,28.6,624,3314,2089,9,11,0,5,1,678,1
304,Pep Biel,es,MF,FW,Augsburg,Bundesliga,26,1996,3.2,156,2,23,71,63,11,156,7,6,85.7,1,14.3,78,414,138,2,2,1,13,1,97,16
305,Jaka Bijol,si,DF,,Udinese,Serie A,24,1999,23.2,1099,212,669,395,38,29,1099,0,0,,0,,528,2641,1564,5,2,0,3,4,560,1
306,El Bilal Touré,ml,FW,,Atalanta,Serie A,21,2001,4.4,179,2,6,56,117,21,179,14,3,21.4,9,64.3,128,1009,417,16,15,2,18,16,160,39
307,Philip Billing,dk,MF,,Bournemouth,Premier League,27,1996,15.5,755,43,139,337,286,60,755,33,12,36.4,18,54.5,366,1772,798,22,23,6,27,17,438,63
308,Cristiano Biraghi,it,DF,,Fiorentina,Serie A,30,1992,26.2,2027,62,461,893,688,14,2026,14,4,28.6,9,64.3,958,4317,2283,55,55,3,15,6,1132,109
309,Davide Biraschi,it,DF,,Genoa,Serie A,29,1994,1.0,48,5,20,21,7,1,48,1,1,100.0,0,0.0,19,76,46,0,2,0,0,0,21,4
310,Samuele Birindelli,it,DF,,Monza,Serie A,24,1999,22.4,1320,63,412,557,364,43,1320,30,12,40.0,15,50.0,766,4352,2314,63,40,11,35,9,885,122
311,Tom Bischof,de,MF,FW,Hoffenheim,Bundesliga,18,2005,2.0,141,3,19,65,58,5,141,3,2,66.7,1,33.3,87,464,242,2,7,0,5,3,99,18
312,Yves Bissouma,ml,MF,,Tottenham,Premier League,26,1996,23.0,2119,97,469,1226,443,19,2119,47,27,57.4,12,25.5,1367,7132,3006,43,42,7,33,30,1641,13
313,Leonardo Bittencourt,de,MF,,Werder Bremen,Bundesliga,29,1993,17.5,1024,19,197,547,296,32,1024,44,17,38.6,25,56.8,652,4019,1950,61,51,5,37,11,736,74
314,Marco Bizot,nl,GK,,Brest,Ligue 1,32,1991,32.0,1185,988,1177,8,0,0,1185,0,0,,0,,838,4115,1789,0,0,0,1,0,632,0
315,Antonio Blanco,es,MF,,Alavés,La Liga,23,2000,27.0,1283,64,339,740,224,18,1283,33,19,57.6,8,24.2,620,2633,1271,20,15,3,19,22,762,22
316,Rubén Blanco,es,GK,,Marseille,Ligue 1,28,1995,1.3,54,35,52,2,0,0,54,0,0,,0,,34,173,122,0,0,0,0,0,24,0
317,Hendry Blank,de,DF,,Dortmund,Bundesliga,18,2004,0.5,66,11,38,28,0,0,66,0,0,,0,,49,201,80,0,0,0,0,1,56,0
318,Ludovic Blas,fr,FW,MF,Rennes,Ligue 1,25,1997,17.4,736,6,92,296,366,59,734,69,25,36.2,39,56.5,557,3916,1737,46,37,8,40,29,515,157
319,Janis Blaswich,de,GK,,RB Leipzig,Bundesliga,32,1991,21.0,993,600,920,75,0,0,993,0,0,,0,,651,2387,1174,0,0,0,1,0,614,0
320,Alexis Blin,fr,MF,,Lecce,Serie A,26,1996,18.2,947,53,260,581,112,16,947,10,5,50.0,5,50.0,496,2053,971,7,8,0,5,11,547,11
321,Daley Blind,nl,DF,,Girona,La Liga,33,1990,33.0,2869,229,1192,1426,271,27,2869,26,17,65.4,9,34.6,1871,8942,4795,48,30,3,18,3,2186,22
322,Myron Boadu,nl,FW,,Monaco,Ligue 1,22,2001,0.9,29,0,0,8,21,8,29,2,0,0.0,2,100.0,26,151,37,3,1,2,7,2,24,9
323,Benicio Boaitey,eng,FW,DF,Brighton,Premier League,19,2004,0.4,30,1,6,6,19,1,30,1,1,100.0,0,0.0,19,105,40,1,2,1,2,1,23,2
324,Jérôme Boateng,de,DF,,Salernitana,Serie A,34,1988,2.6,161,31,83,73,6,0,161,0,0,,0,,85,411,234,0,1,0,1,0,101,1
325,Oscar Bobb,no,FW,MF,Manchester City,Premier League,20,2003,3.4,219,4,13,36,173,27,219,18,11,61.1,6,33.3,139,671,395,13,5,5,6,6,159,38
326,Sacha Boey,fr,DF,,Bayern Munich,Bundesliga,22,2000,1.2,85,4,28,34,24,3,85,6,2,33.3,3,50.0,42,226,98,1,1,0,2,0,52,8
327,Jeremie Boga,ci,FW,,Nice,Ligue 1,26,1997,22.2,976,12,119,398,488,87,976,113,63,55.8,46,40.7,743,6320,3369,107,93,39,42,27,722,170
328,Jayden Bogle,eng,DF,,Sheffield Utd,Premier League,23,2000,31.0,1374,145,531,536,329,55,1374,59,25,42.4,26,44.1,590,3511,1443,38,32,11,51,28,676,92
329,Emil Bohinen,no,MF,,Genoa,Serie A,24,1999,0.6,47,6,17,21,10,0,47,1,0,0.0,1,100.0,23,127,83,1,1,0,3,1,18,1
330,Emil Bohinen,no,MF,,Salernitana,Serie A,24,1999,5.9,406,13,101,237,74,4,406,12,5,41.7,7,58.3,208,1122,500,7,8,0,10,5,262,10
331,Adama Bojang,gm,FW,,Reims,Ligue 1,19,2004,0.9,42,1,5,16,22,10,42,1,1,100.0,0,0.0,25,134,56,2,1,1,4,1,26,8
332,Daniel Boloca,ro,MF,,Sassuolo,Serie A,24,1998,22.5,1252,75,313,747,211,8,1252,35,28,80.0,7,20.0,705,4318,2034,27,33,0,21,17,834,17
333,Willy Boly,ci,DF,,Nott'ham Forest,Premier League,32,1991,16.0,895,148,502,334,61,34,895,7,3,42.9,2,28.6,379,1712,864,4,2,1,4,3,446,3
334,Giacomo Bonaventura,it,MF,,Fiorentina,Serie A,33,1989,25.3,1340,16,118,697,541,69,1339,51,30,58.8,16,31.4,913,4921,2134,60,67,14,46,29,1025,107
335,Federico Bonazzoli,it,FW,MF,Hellas Verona,Serie A,26,1997,11.3,410,2,20,216,178,41,410,12,6,50.0,5,41.7,262,1299,371,13,10,3,27,12,317,73
336,Warren Bondo,fr,MF,,Monza,Serie A,19,2003,16.4,750,28,174,458,125,13,750,18,13,72.2,4,22.2,492,2905,1435,31,20,5,16,19,541,13
337,Giovanni Bonfanti,it,DF,,Atalanta,Serie A,20,2003,1.0,67,4,27,34,6,1,67,1,1,100.0,0,0.0,28,112,60,0,0,0,1,0,42,2
338,Victor Boniface,ng,FW,,Leverkusen,Bundesliga,22,2000,17.2,646,14,26,236,392,137,642,93,46,49.5,42,45.2,389,2221,1110,50,31,28,58,30,528,158
339,Kevin Bonifazi,it,DF,,Bologna,Serie A,27,1996,1.0,95,21,62,34,0,0,95,1,0,0.0,1,100.0,72,273,120,0,0,0,2,0,76,1
340,Kevin Bonifazi,it,DF,,Frosinone,Serie A,27,1996,3.4,172,21,87,76,9,1,172,2,1,50.0,0,0.0,92,485,236,2,1,0,1,2,112,1
341,Leonardo Bonucci,it,DF,,Union Berlin,Bundesliga,36,1987,5.1,292,20,122,157,15,1,291,2,1,50.0,1,50.0,161,582,287,0,0,0,2,0,176,1
342,Neto Borges,br,DF,,Clermont Foot,Ligue 1,26,1996,28.0,1743,122,597,749,420,49,1743,54,28,51.9,21,38.9,1131,7202,3464,58,45,17,31,11,1021,165
343,Yvandro Borges Sanches,lu,MF,FW,Gladbach,Bundesliga,19,2004,0.2,14,1,1,4,9,2,14,0,0,,0,,12,36,17,1,0,1,1,0,13,0
