Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1641,Aïssa Mandi,dz,DF,,Villarreal,La Liga,30,1991,16.2,9,0.55,8,1,0,0,0,0,2,0.12,8,1,0,0,0,0
1642,Rolando Mandragora,it,MF,,Fiorentina,Serie A,25,1997,21.7,87,4.02,59,19,0,6,2,1,8,0.37,59,19,0,6,2,1
1643,Sadio Mané,sn,FW,MF,Bayern Munich,Bundesliga,30,1992,15.8,61,3.85,44,0,4,9,4,0,11,0.69,44,0,4,9,4,0
1644,Orel Mangala,be,MF,,Nott'ham Forest,Premier League,24,1998,17.2,13,0.76,11,0,0,0,2,0,1,0.06,11,0,0,0,2,0
1645,Thomas Mangani,fr,MF,,Ajaccio,Ligue 1,35,1987,14.8,42,2.84,16,24,0,1,1,0,1,0.07,16,24,0,1,1,0
1646,Vito Mannone,it,GK,,Lorient,Ligue 1,34,1988,17.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1647,Javier Manquillo,es,DF,,Newcastle Utd,Premier League,28,1994,0.4,1,2.43,0,0,0,0,0,1,1,2.43,0,0,0,0,0,1
1648,Myziane Maolida,km,MF,FW,Reims,Ligue 1,23,1999,2.6,3,1.16,2,0,0,1,0,0,0,0.00,2,0,0,1,0,0
1649,Myziane Maolida,km,FW,MF,Hertha BSC,Bundesliga,23,1999,1.1,1,0.95,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1650,Faitout Maouassa,fr,FW,DF,Montpellier,Ligue 1,24,1998,21.4,57,2.66,39,6,5,4,2,1,10,0.47,39,6,5,4,2,1
1651,Sekou Mara,fr,FW,MF,Southampton,Premier League,20,2002,6.2,12,1.95,8,0,3,0,0,1,3,0.49,8,0,3,0,0,1
1652,Marcão,br,DF,,Sevilla,La Liga,26,1996,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1653,Solly March,eng,FW,DF,Brighton,Premier League,28,1994,30.2,140,4.64,91,15,19,9,4,2,14,0.46,91,15,19,9,4,2
1654,Agustín Marchesín,ar,GK,,Celta Vigo,La Liga,34,1988,19.0,2,0.11,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
1655,Federico Marchetti,it,GK,,Spezia,Serie A,39,1983,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1656,Vincent Marchetti,fr,MF,,Ajaccio,Ligue 1,25,1997,27.2,52,1.91,43,0,2,4,3,0,9,0.33,43,0,2,4,3,0
1657,Riccardo Marchizza,it,DF,,Sassuolo,Serie A,24,1998,3.1,8,2.54,7,0,1,0,0,0,2,0.64,7,0,1,0,0,0
1658,Gian Marco Ferrari,it,DF,,Sassuolo,Serie A,30,1992,24.7,21,0.85,19,1,0,0,1,0,2,0.08,19,1,0,0,1,0
1659,Emiliano Marcondes,dk,MF,,Bournemouth,Premier League,27,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1660,Óscar de Marcos,es,DF,,Athletic Club,La Liga,33,1989,31.3,75,2.39,63,7,1,1,1,2,9,0.29,63,7,1,1,1,2
1661,Alberto Marí,es,FW,MF,Valencia,La Liga,21,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1662,José Mari,es,MF,,Cádiz,La Liga,34,1987,4.4,13,2.94,10,1,0,1,0,1,0,0.00,10,1,0,1,0,1
1663,Pablo Marí,es,DF,,Monza,Serie A,28,1993,27.6,14,0.51,13,1,0,0,0,0,0,0.00,13,1,0,0,0,0
1664,José María Giménez,uy,DF,,Atlético Madrid,La Liga,27,1995,26.9,22,0.82,18,0,0,2,1,1,3,0.11,18,0,0,2,1,1
1665,Mariano,do,FW,,Real Madrid,La Liga,28,1993,1.7,1,0.57,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1666,Pablo Marín,es,MF,FW,Real Sociedad,La Liga,19,2003,4.0,11,2.75,9,0,2,0,0,0,0,0.00,9,0,2,0,0,0
1667,Răzvan Marin,ro,MF,,Empoli,Serie A,26,1996,28.2,92,3.26,54,34,2,1,1,0,4,0.14,54,34,2,1,1,0
1668,Diego Mariño,es,GK,,Almería,La Liga,32,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1669,Guillermo Maripán,cl,DF,,Monaco,Ligue 1,28,1994,24.0,13,0.54,11,0,0,2,0,0,4,0.17,11,0,0,2,0,0
1670,Marlon,br,DF,,Monza,Serie A,26,1995,17.7,7,0.40,6,0,0,1,0,0,0,0.00,6,0,0,1,0,0
1671,Omar Marmoush,eg,FW,,Wolfsburg,Bundesliga,23,1999,16.4,43,2.62,26,1,9,3,4,0,5,0.30,26,1,9,3,4,0
1672,Marquinhos,br,MF,,Arsenal,Premier League,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1673,Marquinhos,br,DF,,Paris S-G,Ligue 1,28,1994,30.2,19,0.63,15,1,0,3,0,0,2,0.07,15,1,0,3,0,0
1674,Luca Marrone,it,DF,,Monza,Serie A,32,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1675,Eric Martel,de,MF,,Köln,Bundesliga,20,2002,22.4,30,1.34,23,0,3,3,1,0,1,0.04,23,0,3,3,1,0
1676,Roger Martí,es,FW,,Elche,La Liga,31,1991,7.3,13,1.79,10,0,0,1,1,1,1,0.14,10,0,0,1,1,1
1677,Roger Martí,es,FW,,Cádiz,La Liga,31,1991,7.1,12,1.69,6,0,1,3,1,1,0,0.00,6,0,1,3,1,1
1678,Anthony Martial,fr,FW,,Manchester Utd,Premier League,26,1995,10.9,28,2.58,22,0,1,3,1,1,5,0.46,22,0,1,3,1,1
1679,Aarón Martín,es,DF,,Mainz 05,Bundesliga,25,1997,20.5,59,2.87,39,18,1,1,0,0,5,0.24,39,18,1,1,0,0
1680,Ander Martin,es,MF,FW,Real Sociedad,La Liga,21,2000,0.5,4,8.57,3,0,1,0,0,0,0,0.00,3,0,1,0,0,0
1681,Andrés Martín,es,FW,MF,Rayo Vallecano,La Liga,23,1999,2.3,6,2.61,5,0,1,0,0,0,0,0.00,5,0,1,0,0,0
1682,Carlos Martín,es,FW,MF,Atlético Madrid,La Liga,20,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1683,Iván Martín,es,MF,,Girona,La Liga,23,1999,17.6,34,1.93,30,0,1,1,2,0,6,0.34,30,0,1,1,2,0
1684,Jonas Martin,fr,MF,,Lille,Ligue 1,32,1990,3.1,6,1.94,5,1,0,0,0,0,0,0.00,5,1,0,0,0,0
1685,Gabriel Martinelli,br,FW,,Arsenal,Premier League,21,2001,31.0,127,4.10,89,8,12,12,4,2,17,0.55,89,8,12,12,4,2
1686,Arnau Martinez,es,DF,,Girona,La Liga,19,2003,30.4,75,2.47,65,0,2,3,5,0,9,0.30,65,0,2,3,5,0
1687,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,29,1992,34.9,5,0.14,3,2,0,0,0,0,0,0.00,3,2,0,0,0,0
1688,Iñigo Martínez,es,DF,,Athletic Club,La Liga,31,1991,14.9,13,0.87,10,0,0,3,0,0,1,0.07,10,0,0,3,0,0
1689,Lautaro Martínez,ar,FW,,Inter,Serie A,24,1997,28.6,94,3.28,65,2,4,13,9,1,16,0.56,65,2,4,13,9,1
1690,Lisandro Martínez,ar,DF,,Manchester Utd,Premier League,24,1998,23.5,18,0.77,16,0,0,1,0,1,1,0.04,16,0,0,1,0,1
1691,Lucas Martínez Quarta,ar,DF,,Fiorentina,Serie A,26,1996,24.1,28,1.16,21,2,0,4,0,1,2,0.08,21,2,0,4,0,1
1692,Roger Martínez,es,DF,,Espanyol,La Liga,18,2004,0.1,2,25.71,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
1693,Gelson Martins,pt,MF,FW,Monaco,Ligue 1,27,1995,3.8,15,3.91,11,0,1,2,1,0,1,0.26,11,0,1,2,1,0
1694,Adam Marušić,me,DF,,Lazio,Serie A,29,1992,30.7,35,1.14,28,3,0,1,0,3,3,0.10,28,3,0,1,0,3
1695,Omar Mascarell,gq,MF,DF,Elche,La Liga,29,1993,27.2,42,1.54,30,11,1,0,0,0,3,0.11,30,11,1,0,0,0
1696,Adam Masina,ma,DF,,Udinese,Serie A,28,1994,8.8,5,0.57,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
1697,Jordi Masip,es,GK,,Valladolid,La Liga,33,1989,27.9,4,0.14,2,2,0,0,0,0,1,0.04,2,2,0,0,0,0
1698,Erhan Mašović,rs,DF,MF,Bochum,Bundesliga,23,1998,24.2,18,0.74,15,0,0,2,0,1,0,0.00,15,0,0,2,0,1
1699,Han-Noah Massengo,fr,MF,,Auxerre,Ligue 1,21,2001,12.4,28,2.26,21,0,1,1,2,3,1,0.08,21,0,1,1,2,3
1700,Yanis Massolin,fr,MF,,Clermont Foot,Ligue 1,19,2002,0.7,1,1.50,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1701,Jaime Mata,es,FW,MF,Getafe,La Liga,33,1988,4.9,10,2.06,8,0,0,2,0,0,2,0.41,8,0,0,2,0,0
1702,Pape Matar Sarr,sn,MF,FW,Tottenham,Premier League,19,2002,2.4,4,1.65,4,0,0,0,0,0,2,0.83,4,0,0,0,0,0
1703,Eliot Matazo,be,MF,,Monaco,Ligue 1,20,2002,13.1,11,0.84,9,0,0,0,1,1,0,0.00,9,0,0,0,1,1
1704,Jean-Philippe Mateta,fr,FW,,Crystal Palace,Premier League,25,1997,8.6,8,0.94,3,0,0,3,2,0,1,0.12,3,0,0,3,2,0
1705,Nemanja Matić,rs,MF,,Roma,Serie A,33,1988,20.6,52,2.53,46,1,3,2,0,0,7,0.34,46,1,3,2,0,0
1706,Joël Matip,cm,DF,,Liverpool,Premier League,30,1991,12.1,16,1.32,14,0,0,2,0,0,0,0.00,14,0,0,2,0,0
1707,Henning Matriciani,de,DF,,Schalke 04,Bundesliga,22,2000,20.7,21,1.01,16,2,1,1,0,1,4,0.19,16,2,1,1,0,1
1708,Chrislain Matsima,fr,DF,MF,Lorient,Ligue 1,20,2002,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1709,Chrislain Matsima,fr,DF,,Monaco,Ligue 1,20,2002,5.0,4,0.81,3,0,1,0,0,0,3,0.61,3,0,1,0,0,0
1710,Jean Mattéo Bahoya,fr,FW,MF,Angers,Ligue 1,17,2005,3.0,4,1.34,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
1711,Azor Matusiwa,nl,MF,,Reims,Ligue 1,24,1998,27.6,68,2.46,64,0,0,2,1,1,3,0.11,64,0,0,2,1,1
1712,Neal Maupay,fr,FW,,Everton,Premier League,25,1996,12.4,18,1.45,12,0,1,2,3,0,1,0.08,12,0,1,2,3,0
1713,Aïman Maurer,ma,MF,,Clermont Foot,Ligue 1,17,2004,5.6,13,2.33,8,2,1,1,1,0,1,0.18,8,2,1,1,1,0
1714,Stephy Mavididi,eng,FW,,Montpellier,Ligue 1,24,1998,14.3,44,3.08,22,0,8,7,5,2,4,0.28,22,0,8,7,5,2
1715,Konstantinos Mavropanos,gr,DF,,Stuttgart,Bundesliga,24,1997,25.4,37,1.46,26,2,2,5,1,1,4,0.16,26,2,2,5,1,1
1716,Christian Mawissa,fr,DF,,Toulouse,Ligue 1,17,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1717,Philipp Max,de,DF,,Eint Frankfurt,Bundesliga,28,1993,7.7,31,4.02,17,11,1,2,0,0,1,0.13,17,11,1,2,0,0
1718,Eric Maxim Choupo-Moting,cm,FW,,Bayern Munich,Bundesliga,33,1989,12.4,42,3.40,33,0,4,4,0,1,5,0.40,33,0,4,4,0,1
1719,Luís Maximiano,pt,GK,,Lazio,Serie A,23,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1720,Keke Maximilian Topp,de,FW,,Schalke 04,Bundesliga,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1721,Fernand Mayembo,cg,DF,,Ajaccio,Ligue 1,26,1996,7.9,4,0.51,2,0,0,0,1,1,0,0.00,2,0,0,0,1,1
1722,Borja Mayoral,es,FW,,Getafe,La Liga,25,1997,30.7,58,1.89,43,0,4,4,7,0,3,0.10,43,0,4,4,7,0
1723,Ibrahim Maza,dz,MF,FW,Hertha BSC,Bundesliga,16,2005,0.8,1,1.27,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0
1724,Derek Mazou-Sacko,fr,MF,,Troyes,Ligue 1,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1725,Noussair Mazraoui,ma,DF,,Bayern Munich,Bundesliga,24,1997,11.9,33,2.77,29,0,0,2,1,1,5,0.42,29,0,0,2,1,1
1726,Pasquale Mazzocchi,it,DF,,Salernitana,Serie A,27,1995,21.8,63,2.90,43,12,5,0,2,1,9,0.41,43,12,5,0,2,1
1727,Kevin Mbabu,ch,DF,FW,Fulham,Premier League,27,1995,1.6,3,1.87,2,0,1,0,0,0,1,0.62,2,0,1,0,0,0
1728,Noah Mbamba,be,MF,,Leverkusen,Bundesliga,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1729,Kylian Mbappé,fr,FW,,Paris S-G,Ligue 1,23,1998,31.3,143,4.57,96,3,19,15,10,0,23,0.73,96,3,19,15,10,0
1730,Mamadou Mbaye,sn,DF,,Cádiz,La Liga,24,1998,8.4,4,0.47,2,0,0,0,0,2,1,0.12,2,0,0,0,0,2
1731,Chancel Mbemba,cd,DF,,Marseille,Ligue 1,27,1994,31.7,36,1.14,32,0,0,3,1,0,1,0.03,32,0,0,3,1,0
1732,Bryan Mbeumo,cm,FW,,Brentford,Premier League,22,1999,32.3,97,3.00,62,27,7,0,1,0,15,0.46,62,27,7,0,1,0
1733,Jason Mbock,fr,MF,FW,Angers,Ligue 1,22,1999,0.3,1,3.60,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0
1734,Jean-Manuel Mbom,de,MF,,Werder Bremen,Bundesliga,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1735,Nathanael Mbuku,cd,FW,MF,Reims,Ligue 1,20,2002,0.7,1,1.36,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1736,Nathanael Mbuku,cd,MF,FW,Augsburg,Bundesliga,20,2002,0.4,1,2.65,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1737,James McArthur,sct,MF,,Crystal Palace,Premier League,34,1987,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1738,Alex McCarthy,eng,GK,,Southampton,Premier League,32,1989,6.0,1,0.17,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1739,John McGinn,sct,MF,FW,Aston Villa,Premier League,27,1994,29.9,80,2.67,56,10,5,3,5,1,10,0.33,56,10,5,3,5,1
1740,Scott McKenna,sct,DF,,Nott'ham Forest,Premier League,25,1996,17.5,10,0.57,10,0,0,0,0,0,1,0.06,10,0,0,0,0,0
1741,Weston McKennie,us,MF,,Leeds United,Premier League,23,1998,16.0,29,1.82,25,3,0,1,0,0,3,0.19,25,3,0,1,0,0
1742,Weston McKennie,us,MF,DF,Juventus,Serie A,23,1998,11.7,18,1.54,15,0,1,2,0,0,1,0.09,15,0,1,2,0,0
1743,Dwight McNeil,eng,FW,MF,Everton,Premier League,22,1999,27.8,108,3.89,53,36,9,6,2,2,12,0.43,53,36,9,6,2,2
1744,Scott McTominay,sct,MF,,Manchester Utd,Premier League,25,1996,12.9,23,1.78,18,0,1,2,2,0,0,0.00,18,0,1,2,2,0
1745,Gary Medel,cl,MF,DF,Bologna,Serie A,34,1987,16.4,23,1.40,20,0,0,0,1,2,2,0.12,20,0,0,0,1,2
1746,Facundo Medina,ar,DF,,Lens,Ligue 1,23,1999,30.9,46,1.49,40,2,0,4,0,0,6,0.19,40,2,0,4,0,0
1747,Fernando Medrano,es,DF,,Celta Vigo,La Liga,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1748,Ben Mee,eng,DF,,Brentford,Premier League,32,1989,36.3,33,0.91,23,0,1,7,1,1,1,0.03,23,0,1,7,1,1
1749,Bamo Meïté,ci,DF,,Lorient,Ligue 1,20,2001,16.7,6,0.36,5,0,0,1,0,0,1,0.06,5,0,0,1,0,0
1750,Soualiho Meïté,fr,MF,,Cremonese,Serie A,28,1994,26.3,45,1.71,38,1,3,0,1,2,3,0.11,38,1,3,0,1,2
1751,Farid El Melali,dz,DF,FW,Angers,Ligue 1,25,1997,9.0,12,1.34,7,1,2,0,2,0,1,0.11,7,1,2,0,2,0
1752,Gonzalo Melero,es,MF,,Almería,La Liga,28,1994,20.6,53,2.57,45,1,1,5,1,0,6,0.29,45,1,1,5,1,0
1753,Birger Meling,no,DF,,Rennes,Ligue 1,27,1994,13.4,18,1.34,16,2,0,0,0,0,3,0.22,16,2,0,0,0,0
1754,Memphis,nl,FW,,Atlético Madrid,La Liga,28,1994,3.0,13,4.33,8,0,2,1,2,0,2,0.67,8,0,2,1,2,0
1755,Memphis,nl,FW,,Barcelona,La Liga,28,1994,1.3,8,6.32,5,2,1,0,0,0,0,0.00,5,2,1,0,0,0
1756,Houboulang Mendes,gw,DF,,Almería,La Liga,24,1998,9.8,9,0.91,6,2,1,0,0,0,1,0.10,6,2,1,0,0,0
1757,Nuno Mendes,pt,DF,,Paris S-G,Ligue 1,20,2002,17.2,45,2.62,39,0,4,1,0,1,7,0.41,39,0,4,1,0,1
1758,Pedro Mendes,pt,DF,,Montpellier,Ligue 1,31,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1759,Thiago Mendes,br,MF,DF,Lyon,Ligue 1,30,1992,22.9,28,1.22,26,0,0,2,0,0,5,0.22,26,0,0,2,0,0
1760,Brais Méndez,es,MF,,Real Sociedad,La Liga,25,1997,26.7,98,3.67,54,30,6,3,5,0,11,0.41,54,30,6,3,5,0
1761,Diego Méndez,es,MF,,Rayo Vallecano,La Liga,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1762,Antoine Mendy,fr,DF,,Nice,Ligue 1,18,2004,5.8,17,2.95,12,2,0,2,0,1,2,0.35,12,2,0,2,0,1
1763,Arial Mendy,sn,DF,,Clermont Foot,Ligue 1,27,1994,2.5,5,2.03,3,0,0,0,2,0,0,0.00,3,0,0,0,2,0
1764,Batista Mendy,fr,MF,DF,Angers,Ligue 1,22,2000,31.8,40,1.26,36,0,3,1,0,0,0,0.00,36,0,3,1,0,0
1765,Edouard Mendy,sn,GK,,Chelsea,Premier League,30,1992,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1766,Ferland Mendy,fr,DF,,Real Madrid,La Liga,27,1995,15.0,28,1.87,25,1,1,0,0,1,2,0.13,25,1,1,0,0,1
1767,Nampalys Mendy,sn,MF,,Leicester City,Premier League,30,1992,8.4,9,1.07,5,0,1,0,1,2,0,0.00,5,0,1,0,1,2
1768,Gideon Mensah,gh,DF,,Auxerre,Ligue 1,24,1998,25.1,50,1.99,42,4,0,1,1,2,0,0.00,42,4,0,1,1,2
1769,Chris Mepham,wls,DF,,Bournemouth,Premier League,24,1997,24.4,8,0.33,6,0,0,2,0,0,0,0.00,6,0,0,2,0,0
1770,Jorge Meré,es,DF,,Cádiz,La Liga,25,1997,6.7,4,0.60,2,0,0,2,0,0,0,0.00,2,0,0,2,0,0
1771,Alex Meret,it,GK,,Napoli,Serie A,25,1997,34.0,1,0.03,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1772,Mikel Merino,es,MF,,Real Sociedad,La Liga,26,1996,27.7,93,3.36,81,1,1,3,2,5,13,0.47,81,1,1,3,2,5
1773,Quentin Merlin,fr,DF,,Nantes,Ligue 1,20,2002,19.9,58,2.92,33,17,3,3,2,0,3,0.15,33,17,3,3,2,0
1774,Yıldırım Mert Çetin,tr,DF,,Lecce,Serie A,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1775,Roque Mesa,es,MF,,Valladolid,La Liga,33,1989,18.0,40,2.23,37,1,0,1,0,1,1,0.06,37,1,0,1,0,1
1776,Illan Meslier,fr,GK,,Leeds United,Premier League,22,2000,34.0,4,0.12,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0
1777,Lionel Messi,ar,FW,MF,Paris S-G,Ligue 1,35,1987,31.5,197,6.25,128,30,18,10,9,2,35,1.11,128,30,18,10,9,2
1778,Junior Messias,br,FW,DF,Milan,Serie A,31,1991,16.6,46,2.76,29,1,5,5,5,1,7,0.42,29,1,5,5,5,1
1779,Amine Messoussa,fr,FW,,Lille,Ligue 1,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1780,Thomas Meunier,be,DF,,Dortmund,Bundesliga,30,1991,6.5,17,2.62,15,1,0,0,1,0,0,0.00,15,1,0,0,1,0
1781,Alexander Meyer,de,GK,,Dortmund,Bundesliga,31,1991,7.0,1,0.14,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1782,Sven Michel,de,FW,MF,Union Berlin,Bundesliga,32,1990,5.5,13,2.36,12,0,1,0,0,0,2,0.36,12,0,1,0,0,0
1783,Alex Mighten,eng,FW,,Nott'ham Forest,Premier League,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1784,Tommaso Milanese,it,MF,,Cremonese,Serie A,20,2002,0.3,2,6.43,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0
1785,Nikola Milenković,rs,DF,,Fiorentina,Serie A,24,1997,23.7,24,1.01,21,0,0,3,0,0,2,0.08,21,0,0,3,0,0
1786,Lewis Miley,eng,MF,,Newcastle Utd,Premier League,16,2006,0.2,1,5.63,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1787,Arkadiusz Milik,pl,FW,,Juventus,Serie A,28,1994,17.6,36,2.05,20,1,1,7,3,4,3,0.17,20,1,1,7,3,4
1788,Arkadiusz Milik,pl,FW,,Marseille,Ligue 1,28,1994,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1789,Sergej Milinković-Savić,rs,MF,,Lazio,Serie A,27,1995,33.6,79,2.35,67,1,4,4,2,1,13,0.39,67,1,4,4,2,1
1790,Vanja Milinković-Savić,rs,GK,,Torino,Serie A,25,1997,38.0,6,0.16,4,2,0,0,0,0,1,0.03,4,2,0,0,0,0
1791,Éder Militão,br,DF,,Real Madrid,La Liga,24,1998,30.0,22,0.73,19,2,0,0,1,0,4,0.13,19,2,0,0,1,0
1792,Luka Milivojević,rs,MF,,Crystal Palace,Premier League,31,1991,5.7,3,0.53,1,1,0,1,0,0,0,0.00,1,1,0,1,0,0
1793,Luis Milla,es,MF,,Getafe,La Liga,27,1994,20.6,47,2.28,22,20,1,0,3,1,3,0.15,22,20,1,0,3,1
1794,Pere Milla,es,FW,MF,Elche,La Liga,29,1992,20.5,43,2.07,27,0,3,4,8,1,3,0.14,27,0,3,4,8,1
1795,Enzo Millot,fr,MF,,Stuttgart,Bundesliga,20,2002,9.9,34,3.43,21,2,4,2,3,2,3,0.30,21,2,4,2,3,2
1796,James Milner,eng,MF,DF,Liverpool,Premier League,36,1986,10.1,36,3.56,27,4,3,2,0,0,3,0.30,27,4,3,2,0,0
1797,Marko Milovanović,rs,FW,,Almería,La Liga,18,2003,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0
1798,Kim Min-jae,kr,DF,,Napoli,Serie A,25,1996,33.9,37,1.09,34,0,0,1,0,2,3,0.09,34,0,0,1,0,2
1799,Yerry Mina,co,DF,,Everton,Premier League,27,1994,6.6,8,1.21,5,0,0,1,2,0,1,0.15,5,0,0,1,2,0
1800,Takumi Minamino,jp,MF,FW,Monaco,Ligue 1,27,1995,8.0,27,3.36,20,1,0,3,2,1,4,0.50,20,1,0,3,2,1
1801,Tyrone Mings,eng,DF,,Aston Villa,Premier League,29,1993,35.0,23,0.66,17,0,0,2,4,0,4,0.11,17,0,0,2,4,0
1802,Óscar Mingueza,es,DF,,Celta Vigo,La Liga,23,1999,14.3,24,1.68,23,0,0,1,0,0,0,0.00,23,0,0,1,0,0
1803,Rafa Mir,es,FW,,Sevilla,La Liga,25,1997,14.4,19,1.32,14,0,0,4,1,0,0,0.00,14,0,0,4,1,0
1804,Aleksei Miranchuk,ru,MF,,Torino,Serie A,26,1995,23.2,78,3.36,67,3,1,3,3,1,9,0.39,67,3,1,3,3,1
1805,Juan Miranda,es,DF,,Betis,La Liga,22,2000,16.4,38,2.32,30,7,0,0,1,0,4,0.24,30,7,0,0,1,0
1806,Antonio Mirante,it,GK,,Milan,Serie A,39,1983,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1807,Fabio Miretti,it,MF,FW,Juventus,Serie A,18,2003,13.7,48,3.51,31,5,5,5,2,0,7,0.51,31,5,5,5,2,0
1808,Filippo Missori,it,DF,,Roma,Serie A,18,2004,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1809,Tyrick Mitchell,eng,DF,,Crystal Palace,Premier League,22,1999,32.1,33,1.03,28,1,2,0,0,2,3,0.09,28,1,2,0,0,2
1810,Kaoru Mitoma,jp,FW,MF,Brighton,Premier League,25,1997,25.8,109,4.23,78,1,19,5,4,2,16,0.62,78,1,19,5,4,2
1811,Aleksandar Mitrović,rs,FW,,Fulham,Premier League,27,1994,22.3,55,2.47,26,0,9,13,6,1,10,0.45,26,0,9,13,6,1
1812,Stefan Mitrović,rs,DF,,Getafe,La Liga,32,1990,18.7,4,0.21,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0
1813,Maximilian Mittelstädt,de,DF,MF,Hertha BSC,Bundesliga,25,1997,9.4,23,2.44,15,2,2,2,1,1,0,0.00,15,2,2,2,1,1
1814,Henrikh Mkhitaryan,am,MF,,Inter,Serie A,33,1989,22.1,80,3.63,61,0,2,5,8,4,8,0.36,61,0,2,5,8,4
1815,Anthony Modeste,fr,FW,,Dortmund,Bundesliga,34,1988,9.0,12,1.33,10,0,0,2,0,0,1,0.11,10,0,0,2,0,0
1816,Luka Modrić,hr,MF,,Real Madrid,La Liga,36,1985,19.4,85,4.39,75,6,2,1,1,0,9,0.46,75,6,2,1,1,0
1817,Terem Moffi,ng,FW,,Nice,Ligue 1,23,1999,14.8,51,3.46,37,0,6,6,1,1,4,0.27,37,0,6,6,1,1
1818,Terem Moffi,ng,FW,,Lorient,Ligue 1,23,1999,15.4,25,1.62,18,0,6,0,1,0,4,0.26,18,0,6,0,1,0
1819,Mostafa Mohamed,eg,FW,,Nantes,Ligue 1,24,1997,21.5,37,1.72,22,0,3,8,4,0,6,0.28,22,0,3,8,4,0
1820,Tobias Mohr,de,DF,MF,Schalke 04,Bundesliga,26,1995,9.3,29,3.11,17,8,1,2,1,0,4,0.43,17,8,1,2,1,0
1821,Johan Mojica,co,DF,,Villarreal,La Liga,29,1992,7.1,13,1.82,11,2,0,0,0,0,0,0.00,11,2,0,0,0,0
1822,Johan Mojica,co,DF,MF,Elche,La Liga,29,1992,3.0,3,1.00,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0
1823,Clinton Mola,eng,DF,,Stuttgart,Bundesliga,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
