Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
832,Abde Ezzalzouli,ma,FW,,Barcelona,La Liga,19,2001,6.4,17,2.64,9,0,6,1,1,0,2,0.31,9,0,6,1,1,0,Matches
833,Łukasz Fabiański,pl,GK,,West Ham,Premier League,36,1985,37.0,3,0.08,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
834,Fabinho,br,MF,,Liverpool,Premier League,27,1993,25.7,53,2.06,42,0,0,3,6,2,5,0.19,42,0,0,3,6,2,Matches
835,Fábio,br,DF,,Nantes,Ligue 1,31,1990,18.5,28,1.51,19,3,3,1,1,1,5,0.27,19,3,3,1,1,1,Matches
836,Cesc Fàbregas,es,MF,,Monaco,Ligue 1,34,1987,0.4,3,7.11,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
837,Wout Faes,be,DF,,Reims,Ligue 1,23,1998,37.0,23,0.62,20,0,0,2,1,0,0,0.00,20,0,0,2,1,0,Matches
838,Wahid Faghir,dk,FW,,Stuttgart,Bundesliga,18,2003,1.4,4,2.90,1,0,3,0,0,0,1,0.73,1,0,3,0,0,0,Matches
839,Romain Faivre,fr,FW,MF,Lyon,Ligue 1,23,1998,9.9,52,5.27,28,17,3,1,2,1,5,0.51,28,17,3,1,2,1,Matches
840,Romain Faivre,fr,MF,,Brest,Ligue 1,23,1998,19.9,82,4.11,43,26,4,4,3,2,9,0.45,43,26,4,4,3,2,Matches
841,Radamel Falcao,co,FW,,Rayo Vallecano,La Liga,35,1986,9.3,17,1.83,8,0,2,4,2,1,4,0.43,8,0,2,4,2,1,Matches
842,Diego Falcinelli,it,FW,,Bologna,Serie A,30,1991,0.7,1,1.36,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
843,Wladimiro Falcone,it,GK,,Sampdoria,Serie A,26,1995,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
844,Fali,es,DF,MF,Cádiz,La Liga,27,1993,20.0,13,0.65,10,1,0,2,0,0,1,0.05,10,1,0,2,0,0,Matches
845,Paolo Faragò,it,MF,,Cagliari,Serie A,28,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
846,Omar Faraj,ps,FW,,Levante,La Liga,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
847,Davide Faraoni,it,DF,,Hellas Verona,Serie A,29,1991,28.6,47,1.64,35,3,1,5,3,0,8,0.28,35,3,1,5,3,0,Matches
848,Mohamed Fares,dz,DF,FW,Genoa,Serie A,25,1996,6.5,21,3.23,13,3,0,4,1,0,3,0.46,13,3,0,4,1,0,Matches
849,Diego Farias,br,MF,FW,Cagliari,Serie A,31,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
850,Wuilker Faríñez,ve,GK,,Lens,Ligue 1,23,1998,12.3,1,0.08,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
851,Ömer Faruk Beyaz,tr,DF,MF,Stuttgart,Bundesliga,17,2003,0.8,1,1.25,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
852,Noah Fatar,fr,DF,MF,Angers,Ligue 1,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
853,Ansu Fati,es,FW,,Barcelona,La Liga,18,2002,3.7,10,2.68,6,0,1,0,2,1,3,0.80,6,0,1,0,2,1,Matches
854,Julien Faussurier,fr,MF,DF,Brest,Ligue 1,34,1987,5.4,20,3.67,16,3,1,0,0,0,1,0.18,16,3,1,0,0,0,Matches
855,Andrea Favilli,it,FW,,Genoa,Serie A,24,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
856,Federico Fazio,ar,DF,,Salernitana,Serie A,34,1987,15.9,17,1.07,13,0,2,2,0,0,2,0.13,13,0,2,2,0,0,Matches
857,Aleix Febas,es,MF,,Mallorca,La Liga,25,1996,1.3,2,1.54,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
858,Peter Federico,do,MF,DF,Real Madrid,La Liga,19,2002,0.3,5,16.67,3,0,1,0,1,0,0,0.00,3,0,1,0,1,0,Matches
859,Adrian Fein,de,MF,,Greuther Fürth,Bundesliga,22,1999,0.4,2,5.63,1,0,0,1,0,0,1,2.81,1,0,0,1,0,0,Matches
860,Nabil Fekir,fr,MF,,Betis,La Liga,28,1993,31.0,170,5.47,84,48,20,4,11,3,19,0.61,84,48,20,4,11,3,Matches
861,Felipe,br,DF,,Atlético Madrid,La Liga,32,1989,16.7,11,0.66,10,0,0,1,0,0,2,0.12,10,0,0,1,0,0,Matches
862,Luiz Felipe,it,DF,,Lazio,Serie A,24,1997,27.7,14,0.51,12,0,0,0,1,1,1,0.04,12,0,0,0,1,1,Matches
863,João Félix,pt,FW,MF,Atlético Madrid,La Liga,21,1999,14.0,49,3.49,32,1,7,2,7,0,9,0.64,32,1,7,2,7,0,Matches
864,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,23,1997,8.7,5,0.57,5,0,0,0,0,0,1,0.11,5,0,0,0,0,0,Matches
865,Kiko Femenía,es,DF,,Watford,Premier League,30,1991,23.8,45,1.89,33,11,0,0,1,0,6,0.25,33,11,0,0,1,0,Matches
866,Evan Ferguson,ie,MF,,Brighton,Premier League,16,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
867,Nathan Ferguson,eng,DF,,Crystal Palace,Premier League,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
868,Bruno Fernandes,pt,MF,,Manchester Utd,Premier League,26,1994,34.6,155,4.48,115,19,5,10,5,1,11,0.32,115,19,5,10,5,1,Matches
869,Edimilson Fernandes,ch,MF,FW,Arminia,Bundesliga,25,1996,3.1,10,3.18,9,0,1,0,0,0,0,0.00,9,0,1,0,0,0,Matches
870,Aitor Fernández,es,GK,,Levante,La Liga,30,1991,13.0,3,0.23,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
871,Álex Fernández,es,MF,,Cádiz,La Liga,28,1992,22.8,45,1.97,29,11,0,4,0,1,3,0.13,29,11,0,4,0,1,Matches
872,Álvaro Fernández,es,GK,,Brentford,Premier League,23,1998,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
873,Federico Fernández,ar,DF,,Newcastle Utd,Premier League,32,1989,5.8,4,0.69,1,0,0,3,0,0,1,0.17,1,0,0,3,0,0,Matches
874,Fernandinho,br,MF,DF,Manchester City,Premier League,36,1985,10.7,30,2.80,23,0,0,4,3,0,4,0.37,23,0,0,4,3,0,Matches
875,Fernando,br,MF,DF,Sevilla,La Liga,34,1987,20.6,26,1.26,23,1,0,1,0,1,4,0.19,23,1,0,1,0,1,Matches
876,Alex Ferrari,it,DF,,Sampdoria,Serie A,27,1994,18.3,10,0.55,8,1,0,1,0,0,1,0.05,8,1,0,1,0,0,Matches
877,Salvador Ferrer,es,DF,MF,Spezia,Serie A,23,1998,16.6,31,1.87,25,4,1,0,0,1,4,0.24,25,4,1,0,0,1,Matches
878,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,29,1992,32.3,89,2.75,76,2,1,3,6,1,5,0.15,76,2,1,3,6,1,Matches
879,Riccardo Fiamozzi,it,DF,,Empoli,Serie A,28,1993,6.9,9,1.30,5,3,0,0,0,1,2,0.29,5,3,0,0,0,1,Matches
880,Fidel,es,MF,,Elche,La Liga,31,1989,25.1,92,3.66,66,15,6,2,2,1,11,0.44,66,15,6,2,2,1,Matches
881,Karol Fila,pl,DF,,Strasbourg,Ligue 1,23,1998,6.2,8,1.29,8,0,0,0,0,0,1,0.16,8,0,0,0,0,0,Matches
882,Alfreð Finnbogason,is,FW,,Augsburg,Bundesliga,32,1989,3.2,6,1.85,4,0,0,2,0,0,2,0.62,4,0,0,2,0,0,Matches
883,Luca Fiordilino,it,MF,,Venezia,Serie A,25,1996,7.3,15,2.04,13,1,0,1,0,0,0,0.00,13,1,0,1,0,0,Matches
884,Vincenzo Fiorillo,it,GK,,Salernitana,Serie A,31,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
885,Roberto Firmino,br,FW,,Liverpool,Premier League,29,1991,11.0,40,3.64,35,0,1,3,1,0,5,0.46,35,0,1,3,1,0,Matches
886,Junior Firpo,do,DF,MF,Leeds United,Premier League,24,1996,19.0,52,2.73,40,4,2,3,3,0,4,0.21,40,4,2,3,3,0,Matches
887,Mark Flekken,nl,GK,,Freiburg,Bundesliga,28,1993,32.0,10,0.31,9,1,0,0,0,0,1,0.03,9,1,0,0,0,0,Matches
888,Ashley Fletcher,eng,FW,,Watford,Premier League,25,1995,0.3,2,6.00,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0,Matches
889,Alexis Flips,fr,MF,DF,Reims,Ligue 1,21,2000,11.7,49,4.18,27,15,3,2,1,1,4,0.34,27,15,3,2,1,1,Matches
890,Alessandro Florenzi,it,DF,FW,Milan,Serie A,30,1991,12.8,34,2.65,25,6,0,1,1,1,2,0.16,25,6,0,1,1,1,Matches
891,Phil Foden,eng,FW,,Manchester City,Premier League,21,2000,23.6,89,3.76,63,13,3,7,2,1,13,0.55,63,13,3,7,2,1,Matches
892,Mamadou Fofana,ml,DF,,Metz,Ligue 1,23,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
893,Seko Fofana,ci,MF,,Lens,Ligue 1,26,1995,37.3,118,3.16,89,0,13,8,7,1,9,0.24,89,0,13,8,7,1,Matches
894,Wesley Fofana,fr,DF,,Leicester City,Premier League,20,2000,7.0,4,0.57,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
895,Youssouf Fofana,fr,MF,,Monaco,Ligue 1,22,1999,24.3,53,2.18,43,0,4,1,2,3,8,0.33,43,0,4,1,2,3,Matches
896,Thomas Foket,be,DF,FW,Reims,Ligue 1,26,1994,24.8,35,1.41,29,2,0,0,2,2,1,0.04,29,2,0,0,2,2,Matches
897,Thomas Fontaine,mg,DF,,Lorient,Ligue 1,30,1991,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
898,José Fontán,es,DF,,Celta Vigo,La Liga,21,2000,3.1,4,1.30,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
899,José Fonte,pt,DF,,Lille,Ligue 1,37,1983,38.0,31,0.82,27,1,0,2,0,1,5,0.13,27,1,0,2,0,1,Matches
900,Fernando Forestieri,it,FW,MF,Udinese,Serie A,31,1990,0.6,4,6.32,1,1,0,0,2,0,1,1.58,1,1,0,0,2,0,Matches
901,Pablo Fornals,es,FW,MF,West Ham,Premier League,25,1996,31.1,109,3.51,86,9,5,5,3,1,11,0.35,86,9,5,5,3,1,Matches
902,Emil Forsberg,se,MF,,RB Leipzig,Bundesliga,29,1991,19.0,56,2.96,39,8,5,2,2,0,7,0.37,39,8,5,2,2,0,Matches
903,Adam Forshaw,eng,MF,,Leeds United,Premier League,29,1991,17.0,35,2.06,31,0,1,3,0,0,2,0.12,31,0,1,3,0,0,Matches
904,Marcus Forss,fi,FW,MF,Brentford,Premier League,22,1999,2.3,1,0.43,0,0,0,1,0,0,1,0.43,0,0,0,1,0,0,Matches
905,Fraser Forster,eng,GK,,Southampton,Premier League,33,1988,19.0,3,0.16,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
906,Philipp Förster,de,MF,FW,Stuttgart,Bundesliga,26,1995,10.7,29,2.70,22,1,2,4,0,0,2,0.19,22,1,2,4,0,0,Matches
907,Francesco Forte,it,FW,,Venezia,Serie A,28,1993,4.7,8,1.79,5,0,0,2,0,1,1,0.22,5,0,0,2,0,1,Matches
908,Steven Fortes,cv,DF,,Lens,Ligue 1,29,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
909,Ben Foster,eng,GK,,Watford,Premier League,38,1983,26.0,8,0.31,8,0,0,0,0,0,1,0.04,8,0,0,0,0,0,Matches
910,Tariqe Fosu,gh,DF,,Brentford,Premier League,25,1995,0.2,1,5.29,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0,Matches
911,Timothy Fosu-Mensah,nl,DF,,Leverkusen,Bundesliga,23,1998,1.6,2,1.24,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
912,Dimitri Foulquier,fr,DF,,Granada,La Liga,28,1993,2.0,3,1.50,1,0,0,0,1,1,0,0.00,1,0,0,0,1,1,Matches
913,Dimitri Foulquier,fr,DF,,Valencia,La Liga,28,1993,26.0,33,1.27,21,2,3,2,5,0,5,0.19,21,2,3,2,5,0,Matches
914,Juan Foyth,ar,DF,,Villarreal,La Liga,23,1998,21.4,28,1.31,26,1,1,0,0,0,1,0.05,26,1,1,0,0,0,Matches
915,Gianluca Frabotta,it,DF,MF,Hellas Verona,Serie A,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
916,Raphael Framberger,de,DF,,Augsburg,Bundesliga,25,1995,9.4,21,2.23,17,3,0,0,0,1,0,0.00,17,3,0,0,0,1,Matches
917,Przemysław Frankowski,pl,DF,,Lens,Ligue 1,26,1995,27.2,68,2.50,58,2,4,2,2,0,8,0.29,58,2,4,2,2,0,Matches
918,Enric Franquesa,es,DF,FW,Levante,La Liga,24,1997,6.9,9,1.30,8,0,0,1,0,0,1,0.14,8,0,0,1,0,0,Matches
919,Fransérgio,br,MF,,Bordeaux,Ligue 1,30,1990,14.0,15,1.07,12,0,0,2,0,1,2,0.14,12,0,0,2,0,1,Matches
920,Ryan Fraser,sct,FW,MF,Newcastle Utd,Premier League,27,1994,16.3,56,3.44,34,10,0,6,6,0,7,0.43,34,10,0,6,6,0,Matches
921,Davide Frattesi,it,MF,,Sassuolo,Serie A,21,1999,31.7,88,2.77,67,1,8,7,5,0,8,0.25,67,1,8,7,5,0,Matches
922,Fred,br,MF,,Manchester Utd,Premier League,28,1993,22.5,56,2.49,52,0,0,0,4,0,9,0.40,52,0,0,0,4,0,Matches
923,Ryan Fredericks,eng,DF,,West Ham,Premier League,28,1992,3.4,4,1.17,3,1,0,0,0,0,0,0.00,3,1,0,0,0,0,Matches
924,Morten Frendrup,dk,DF,MF,Genoa,Serie A,20,2001,7.7,14,1.81,9,0,1,1,0,3,2,0.26,9,0,1,1,0,3,Matches
925,Remo Freuler,ch,MF,,Atalanta,Serie A,29,1992,26.3,71,2.70,61,5,1,2,1,1,6,0.23,61,5,1,2,1,1,Matches
926,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,25,1995,6.7,1,0.15,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
927,Marvin Friedrich,de,DF,,Union Berlin,Bundesliga,25,1995,13.0,10,0.77,7,0,0,3,0,0,0,0.00,7,0,0,3,0,0,Matches
928,Jeremie Frimpong,nl,DF,,Leverkusen,Bundesliga,20,2000,22.8,54,2.37,44,1,7,1,1,0,9,0.39,44,1,7,1,1,0,Matches
929,Christian Früchtl,de,GK,,Bayern Munich,Bundesliga,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
930,Jorge de Frutos,es,MF,FW,Levante,La Liga,24,1997,19.6,62,3.17,35,3,13,8,2,1,12,0.61,35,3,13,8,2,1,Matches
931,Leo Fuhr Hjelde,no,MF,DF,Leeds United,Premier League,17,2003,1.7,3,1.80,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
932,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,23,1998,19.0,64,3.36,40,13,5,2,4,0,4,0.21,40,13,5,2,4,0,Matches
933,Angelo Fulgini,fr,MF,FW,Angers,Ligue 1,24,1996,32.5,94,2.89,63,15,2,6,5,3,11,0.34,63,15,2,6,5,3,Matches
934,Marius Funk,de,GK,,Greuther Fürth,Bundesliga,25,1996,8.0,3,0.37,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
935,Stephan Fürstner,de,MF,,Mainz 05,Bundesliga,33,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
936,Matteo Gabbia,it,DF,,Milan,Serie A,21,1999,6.0,3,0.50,3,0,0,0,0,0,2,0.34,3,0,0,0,0,0,Matches
937,Manolo Gabbiadini,it,FW,MF,Sampdoria,Serie A,29,1991,12.7,37,2.92,23,4,0,8,2,0,4,0.32,23,4,0,8,2,0,Matches
938,Mijat Gaćinović,rs,FW,MF,Hoffenheim,Bundesliga,26,1995,1.2,3,2.45,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
939,Gianluca Gaetano,it,MF,,Napoli,Serie A,21,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
940,Luca Gagliano,it,FW,DF,Cagliari,Serie A,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
941,Roberto Gagliardini,it,MF,,Inter,Serie A,27,1994,7.2,17,2.37,14,0,0,2,1,0,2,0.28,14,0,0,2,1,0,Matches
942,Riccardo Gagliolo,se,DF,,Salernitana,Serie A,31,1990,12.6,7,0.55,3,1,0,2,0,1,1,0.08,3,1,0,2,0,1,Matches
943,Javi Galán,es,DF,,Celta Vigo,La Liga,26,1994,36.6,62,1.69,50,4,2,1,4,1,5,0.14,50,4,2,1,4,1,Matches
944,Iñigo Ruiz de Galarreta,es,MF,,Mallorca,La Liga,27,1993,15.3,29,1.89,23,1,2,1,0,2,1,0.07,23,1,2,1,0,2,Matches
945,Nicolas Galazzi,it,MF,,Venezia,Serie A,20,2000,0.2,1,5.00,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
946,Pablo Galdames Millán,cl,MF,,Genoa,Serie A,24,1996,11.4,30,2.62,15,8,2,1,2,2,0,0.00,15,8,2,1,2,2,Matches
947,Thiago Galhardo,br,FW,MF,Celta Vigo,La Liga,32,1989,12.8,25,1.96,19,0,0,5,1,0,4,0.31,19,0,0,5,1,0,Matches
948,Conor Gallagher,eng,MF,,Crystal Palace,Premier League,21,2000,31.6,91,2.88,48,24,3,8,7,1,10,0.32,48,24,3,8,7,1,Matches
949,Gauthier Gallon,fr,GK,,Troyes,Ligue 1,28,1993,31.0,1,0.03,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
950,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,31,1989,19.1,37,1.93,24,7,1,0,3,2,4,0.21,24,7,1,0,3,2,Matches
951,Kévin Gameiro,fr,FW,,Strasbourg,Ligue 1,34,1987,26.5,67,2.53,57,0,0,6,4,0,9,0.34,57,0,0,6,4,0,Matches
952,Idrissa Gana Gueye,sn,MF,,Paris S-G,Ligue 1,31,1989,18.2,38,2.08,32,1,1,2,1,1,3,0.16,32,1,1,2,1,1,Matches
953,Ignatius Ganago,cm,FW,,Lens,Ligue 1,22,1999,11.4,29,2.55,21,1,3,4,0,0,1,0.09,21,1,3,4,0,0,Matches
954,Silvère Ganvoula M'Boussy,cg,FW,,Bochum,Bundesliga,25,1996,1.7,2,1.18,1,0,1,0,0,0,0,0.00,1,0,1,0,0,0,Matches
955,Álvaro García,es,FW,MF,Rayo Vallecano,La Liga,28,1992,33.3,91,2.73,73,4,3,5,4,2,7,0.21,73,4,3,5,4,2,Matches
956,Dani García,es,MF,,Athletic Club,La Liga,31,1990,24.2,33,1.36,31,0,0,0,0,2,1,0.04,31,0,0,0,0,2,Matches
957,David García,es,DF,,Osasuna,La Liga,27,1994,34.5,29,0.84,23,2,0,4,0,0,2,0.06,23,2,0,4,0,0,Matches
958,Eric García,es,DF,,Barcelona,La Liga,20,2001,22.7,27,1.19,25,1,0,1,0,0,1,0.04,25,1,0,1,0,0,Matches
959,Fran Garcia,es,DF,,Rayo Vallecano,La Liga,21,1999,33.6,67,1.99,51,9,3,4,0,0,2,0.06,51,9,3,4,0,0,Matches
960,Joan García,es,GK,,Espanyol,La Liga,20,2001,1.2,1,0.83,0,0,0,0,0,1,0,0.00,0,0,0,0,0,1,Matches
961,Manu García,es,MF,,Alavés,La Liga,23,1998,12.0,47,3.92,26,14,3,1,2,1,4,0.33,26,14,3,1,2,1,Matches
962,Raúl García,es,FW,,Athletic Club,La Liga,35,1986,20.0,52,2.60,38,0,2,6,6,0,6,0.30,38,0,2,6,6,0,Matches
963,Rubén García,es,MF,FW,Osasuna,La Liga,28,1993,26.4,115,4.35,63,33,5,8,1,5,12,0.45,63,33,5,8,1,5,Matches
964,Saúl García,es,MF,,Alavés,La Liga,26,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
965,Unai García,es,DF,,Osasuna,La Liga,29,1992,15.6,5,0.32,4,1,0,0,0,0,0,0.00,4,1,0,0,0,0,Matches
966,Alejandro Garnacho,ar,FW,MF,Manchester Utd,Premier League,17,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
967,Mario Gaspar,es,DF,,Villarreal,La Liga,30,1990,6.9,11,1.59,6,2,1,1,0,1,1,0.14,6,2,1,1,0,1,Matches
968,Djeidi Gassama,fr,FW,,Paris S-G,Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
969,Johan Gastien,fr,MF,,Clermont Foot,Ligue 1,33,1988,30.5,74,2.43,54,10,1,5,3,1,8,0.26,54,10,1,5,3,1,Matches
970,Gavi,es,MF,FW,Barcelona,La Liga,16,2004,25.7,61,2.37,52,1,5,0,3,0,16,0.62,52,1,5,0,3,0,Matches
971,Dwight Gayle,eng,FW,DF,Newcastle Utd,Premier League,30,1990,0.4,3,7.11,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
972,Jean-Philippe Gbamin,ci,MF,,Everton,Premier League,25,1995,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
973,David de Gea,es,GK,,Manchester Utd,Premier League,30,1990,38.0,3,0.08,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
974,Linus Gechter,de,DF,,Hertha BSC,Bundesliga,17,2004,8.0,8,1.01,5,0,0,1,0,2,1,0.13,5,0,0,1,0,2,Matches
975,Dennis Geiger,de,MF,,Hoffenheim,Bundesliga,23,1998,15.3,51,3.33,32,13,0,3,1,2,3,0.20,32,13,0,3,1,2,Matches
976,Joe Gelhardt,eng,FW,MF,Leeds United,Premier League,19,2002,8.3,26,3.14,16,0,4,1,5,0,6,0.72,16,0,4,1,5,0,Matches
977,Luca Gemello,it,GK,,Torino,Serie A,21,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
978,Yannick Gerhardt,de,MF,DF,Wolfsburg,Bundesliga,27,1994,17.5,37,2.12,29,1,0,3,3,1,6,0.34,29,1,0,3,3,1,Matches
979,Valère Germain,fr,FW,,Montpellier,Ligue 1,31,1990,21.9,29,1.32,25,0,0,3,1,0,5,0.23,25,0,0,3,1,0,Matches
980,Gerson,br,MF,FW,Marseille,Ligue 1,24,1997,28.3,82,2.90,59,0,4,8,9,2,12,0.42,59,0,4,8,9,2,Matches
981,Willem Geubbels,fr,FW,MF,Nantes,Ligue 1,19,2001,6.0,3,0.50,3,0,0,0,0,0,1,0.17,3,0,0,0,0,0,Matches
982,Hamadi Al Ghaddioui,ma,FW,,Stuttgart,Bundesliga,30,1990,5.5,12,2.17,11,0,0,1,0,0,3,0.54,11,0,0,1,0,0,Matches
983,Ismaël Gharbi,es,FW,,Paris S-G,Ligue 1,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
984,Anwar El Ghazi,nl,FW,MF,Aston Villa,Premier League,26,1995,4.3,11,2.56,8,1,1,0,1,0,2,0.47,8,1,1,0,1,0,Matches
985,Anwar El Ghazi,nl,FW,MF,Everton,Premier League,26,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
986,Lamine Ghezali,fr,DF,,Saint-Étienne,Ligue 1,22,1999,0.0,1,90.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
987,Paolo Ghiglione,it,DF,,Genoa,Serie A,24,1997,6.7,12,1.79,5,3,1,3,0,0,2,0.30,5,3,1,3,0,0,Matches
988,Saman Ghoddos,ir,MF,DF,Brentford,Premier League,27,1993,6.0,27,4.53,19,0,0,3,3,2,2,0.34,19,0,0,3,3,2,Matches
989,Faouzi Ghoulam,dz,DF,,Napoli,Serie A,30,1991,3.7,13,3.50,8,4,0,0,1,0,0,0.00,8,4,0,0,1,0,Matches
990,Dimitris Giannoulis,gr,DF,,Norwich City,Premier League,25,1995,13.0,22,1.69,18,1,1,0,2,0,2,0.15,18,1,1,0,2,0,Matches
991,Morgan Gibbs-White,eng,DF,FW,Wolves,Premier League,21,2000,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0,Matches
992,Ben Gibson,eng,DF,,Norwich City,Premier League,28,1993,27.7,14,0.51,13,0,0,1,0,0,1,0.04,13,0,0,1,0,0,Matches
993,Niko Gießelmann,de,DF,FW,Union Berlin,Bundesliga,29,1991,23.1,54,2.33,28,18,2,5,1,0,8,0.35,28,18,2,5,1,0,Matches
994,Rafał Gikiewicz,pl,GK,,Augsburg,Bundesliga,33,1987,34.0,9,0.26,6,3,0,0,0,0,1,0.03,6,3,0,0,0,0,Matches
995,Bryan Gil,es,FW,MF,Tottenham,Premier League,20,2001,1.0,5,4.79,4,0,0,1,0,0,1,0.96,4,0,0,1,0,0,Matches
996,Bryan Gil,es,MF,FW,Valencia,La Liga,20,2001,8.4,26,3.10,18,5,2,0,1,0,1,0.12,18,5,2,0,1,0,Matches
997,Óscar Gil,es,DF,,Espanyol,La Liga,24,1997,18.8,19,1.01,16,3,0,0,0,0,2,0.11,16,3,0,0,0,0,Matches
998,Mario Gila,es,DF,,Real Madrid,La Liga,20,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
999,Billy Gilmour,sct,MF,,Norwich City,Premier League,20,2001,20.6,55,2.67,30,23,0,2,0,0,2,0.10,30,23,0,2,0,0,Matches
1000,Daniel Ginczek,de,MF,FW,Wolfsburg,Bundesliga,30,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1001,Matthias Ginter,de,DF,,Gladbach,Bundesliga,27,1994,26.2,50,1.99,41,1,0,5,2,1,3,0.12,41,1,0,5,2,1,Matches
1002,Nicholas Gioacchini,us,FW,MF,Montpellier,Ligue 1,21,2000,5.5,14,2.53,8,0,2,0,4,0,4,0.72,8,0,2,0,4,0,Matches
1003,Sebastian Giovinco,it,MF,,Sampdoria,Serie A,34,1987,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1004,Jimmy Giraudon,fr,DF,,Troyes,Ligue 1,29,1992,18.0,7,0.39,7,0,0,0,0,0,0,0.00,7,0,0,0,0,0,Matches
1005,Andrei Girotto,br,DF,MF,Nantes,Ligue 1,29,1992,35.0,27,0.77,21,0,0,5,1,0,2,0.06,21,0,0,5,1,0,Matches
1006,Olivier Giroud,fr,FW,,Milan,Serie A,34,1986,21.0,55,2.61,33,0,2,15,3,2,6,0.28,33,0,2,15,3,2,Matches
1007,Jamie Gittens,eng,FW,,Dortmund,Bundesliga,16,2004,1.5,3,2.01,3,0,0,0,0,0,1,0.67,3,0,0,0,0,0,Matches
