Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1531,Sebastiano Luperto,it,DF,,Crotone,it Serie A,23,1996,20.9,38,20,28,8,2,16,27,59.3,11,17,7,10,27,65,74,Matches
1532,Andreas Luthe,de,GK,,Union Berlin,Bundesliga,33,1987,30.8,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,Matches
1533,Lyanco,br,DF,,Torino,it Serie A,23,1997,21.8,21,14,13,6,2,8,14,57.1,6,36,26,10,46,67,76,Matches
1534,Charalambos Lykogiannis,gr,DF,,Cagliari,it Serie A,26,1993,26.9,34,21,22,9,3,22,38,57.9,16,34,13,21,32,66,94,Matches
1535,Yann M'Vila,fr,MF,,Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,Matches
1536,Alexis Mac Allister,ar,MF,FW,Brighton,Premier League,21,1998,12.4,26,12,6,16,4,11,38,28.9,27,25,4,21,9,35,4,Matches
1537,Darwin Machís,ve,FW,MF,Granada,La Liga,27,1993,22.5,30,17,12,10,8,6,19,31.6,13,21,2,19,22,52,13,Matches
1538,Tim Maciejewski,de,FW,,Union Berlin,Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1539,Luca Mack,de,MF,,Stuttgart,Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
1540,Yvann Macon,fr,DF,,Saint-Étienne,Ligue 1,21,1998,6.0,30,20,20,8,2,7,19,36.8,12,6,2,4,9,39,13,Matches
1541,James Maddison,eng,MF,,Leicester City,Premier League,23,1996,23.3,32,16,5,16,11,14,41,34.1,27,14,1,13,9,41,5,Matches
1542,Mikail Maden,no,FW,,Schalke 04,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1543,Pablo Maffeo,es,DF,,Huesca,La Liga,23,1997,21.8,26,17,21,4,1,12,26,46.2,14,18,6,12,35,61,27,Matches
1544,Gabriel Magalhães,br,DF,,Arsenal,Premier League,22,1997,22.2,25,15,19,5,1,13,19,68.4,6,27,19,8,26,51,74,Matches
1545,Lisandro Magallán,ar,DF,,Crotone,it Serie A,26,1993,24.2,54,31,28,24,2,17,42,40.5,25,29,15,14,44,98,78,Matches
1546,Christian Maggio,it,DF,,Benevento,it Serie A,38,1982,3.3,9,4,2,7,0,3,9,33.3,6,4,1,3,2,11,6,Matches
1547,Giulio Maggiore,it,MF,,Spezia,it Serie A,22,1998,24.6,61,36,26,28,7,21,53,39.6,32,33,6,27,19,80,25,Matches
1548,Francesco Magnanelli,it,MF,,Sassuolo,it Serie A,35,1984,4.9,7,5,2,5,0,3,10,30.0,7,6,2,4,13,20,10,Matches
1549,Giangiacomo Magnani,it,DF,,Hellas Verona,it Serie A,24,1995,16.8,26,15,14,9,3,9,16,56.3,7,25,16,9,44,70,105,Matches
1550,Hugo Magnetti,fr,MF,,Brest,Ligue 1,22,1998,6.7,24,12,10,13,1,20,40,50.0,20,6,1,5,14,38,8,Matches
1551,Harry Maguire,eng,DF,,Manchester Utd,Premier League,27,1993,33.9,29,17,19,10,0,18,29,62.1,11,28,23,5,60,89,122,Matches
1552,Abdallahi Mahmoud,mr,MF,,Alavés,La Liga,20,2000,0.7,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,0,Matches
1553,Hicham Mahou,fr,FW,,Nice,Ligue 1,21,1999,0.4,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,0,Matches
1554,Riyad Mahrez,dz,FW,,Manchester City,Premier League,29,1991,21.7,20,5,2,10,8,6,30,20.0,24,19,0,19,8,28,4,Matches
1555,Arne Maier,de,MF,,Arminia,Bundesliga,21,1999,11.5,13,9,5,7,1,4,11,36.4,7,10,3,7,8,21,11,Matches
1556,Arne Maier,de,MF,,Hertha BSC,Bundesliga,21,1999,0.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,Matches
1557,Habib Maïga,ci,MF,,Metz,Ligue 1,24,1996,29.9,81,52,36,40,5,42,85,49.4,43,37,6,31,49,130,36,Matches
1558,Mike Maignan,fr,GK,,Lille,Ligue 1,25,1995,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,Matches
1559,Ainsley Maitland-Niles,eng,MF,DF,Arsenal,Premier League,22,1997,5.4,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,Matches
1560,Ainsley Maitland-Niles,eng,MF,,West Brom,Premier League,22,1997,13.7,22,10,7,8,7,9,28,32.1,19,12,1,11,17,39,24,Matches
1561,Josh Maja,ng,FW,,Fulham,Premier League,21,1998,9.0,7,4,0,3,4,4,10,40.0,6,3,1,2,4,11,1,Matches
1562,Josh Maja,ng,FW,,Bordeaux,Ligue 1,21,1998,8.9,8,2,3,3,2,3,14,21.4,11,3,0,3,6,14,9,Matches
1563,Radosław Majecki,pl,GK,,Monaco,Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
1564,Abdul Majeed Waris,gh,FW,MF,Strasbourg,Ligue 1,28,1991,6.1,1,1,1,0,0,1,6,16.7,5,0,0,0,2,3,2,Matches
1565,Marco Majouga,cf,FW,MF,Nîmes,Ligue 1,19,2001,1.4,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,Matches
1566,Jean-Victor Makengo,fr,MF,,Udinese,it Serie A,22,1998,5.8,8,7,5,3,0,3,13,23.1,10,7,1,6,5,13,7,Matches
1567,Nemanja Maksimović,rs,MF,,Getafe,La Liga,25,1995,30.3,50,28,22,24,4,19,46,41.3,27,40,9,31,57,107,46,Matches
1568,Nikola Maksimović,rs,DF,,Napoli,it Serie A,28,1991,13.4,18,9,11,6,1,9,18,50.0,9,15,6,9,21,39,49,Matches
1569,Filip Malbašić,rs,FW,MF,Cádiz,La Liga,27,1992,9.6,12,7,4,5,3,6,18,33.3,12,10,0,10,4,16,2,Matches
1570,Kévin Malcuit,ma,DF,,Fiorentina,it Serie A,29,1991,2.3,5,3,2,2,1,0,1,0.0,1,5,0,5,3,8,6,Matches
1571,Kévin Malcuit,ma,FW,MF,Napoli,it Serie A,29,1991,0.4,2,1,2,0,0,0,1,0.0,1,0,0,0,2,4,2,Matches
1572,Daniel Maldini,it,FW,DF,Milan,it Serie A,18,2001,0.3,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,0,Matches
1573,Ruslan Malinovskyi,ua,MF,FW,Atalanta,it Serie A,27,1993,20.8,19,8,2,13,4,8,23,34.8,15,16,1,15,2,21,4,Matches
1574,Yunus Mallı,tr,MF,,Wolfsburg,Bundesliga,28,1992,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,Matches
1575,Hugo Mallo,es,DF,,Celta Vigo,La Liga,29,1991,28.9,58,40,34,23,1,24,52,46.2,28,42,11,31,37,95,77,Matches
1576,Mickael Malsa,mq,MF,,Levante,La Liga,24,1995,26.0,55,26,28,24,3,23,51,45.1,28,38,9,29,43,98,36,Matches
1577,Dennis Man,ro,FW,MF,Parma,it Serie A,21,1998,7.8,12,6,6,4,2,6,21,28.6,15,5,0,5,2,14,6,Matches
1578,Hianga Mananga Mbock,fr,MF,FW,Brest,Ligue 1,20,1999,5.1,4,3,2,2,0,2,9,22.2,7,2,0,2,3,7,6,Matches
1579,Vincent Manceau,fr,DF,,Angers,Ligue 1,31,1989,25.7,42,27,23,17,2,30,63,47.6,33,23,2,21,35,77,61,Matches
1580,Gianluca Mancini,it,DF,,Roma,it Serie A,24,1996,31.7,50,29,29,19,2,18,31,58.1,13,38,18,20,72,122,77,Matches
1581,Steve Mandanda,fr,GK,,Marseille,Ligue 1,35,1985,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,8,Matches
1582,Reinildo Mandava,mz,DF,,Lille,Ligue 1,26,1994,24.2,79,43,39,32,8,35,58,60.3,23,26,3,23,45,124,53,Matches
1583,Aïssa Mandi,dz,DF,,Betis,La Liga,28,1991,26.6,30,17,20,10,0,10,16,62.5,6,21,13,8,39,69,90,Matches
1584,Rolando Mandragora,it,MF,,Udinese,it Serie A,23,1997,4.4,8,5,3,4,1,3,10,30.0,7,10,3,7,6,14,5,Matches
1585,Rolando Mandragora,it,MF,,Torino,it Serie A,23,1997,16.9,19,4,4,9,6,7,30,23.3,23,19,6,13,20,39,19,Matches
1586,Mario Mandžukić,hr,FW,,Milan,it Serie A,34,1986,2.4,7,6,2,4,1,2,3,66.7,1,0,0,0,2,9,3,Matches
1587,Sadio Mané,sn,FW,,Liverpool,Premier League,28,1992,31.2,48,30,6,22,20,12,33,36.4,21,30,0,30,15,63,11,Matches
1588,Niccolò Manfredini,it,GK,,Benevento,it Serie A,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,Matches
1589,Eliaquim Mangala,fr,DF,,Valencia,La Liga,29,1991,3.6,0,0,0,0,0,0,1,0.0,1,8,6,2,6,6,12,Matches
1590,Orel Mangala,be,MF,,Stuttgart,Bundesliga,22,1998,23.4,27,15,13,11,3,17,28,60.7,11,27,10,17,26,53,30,Matches
1591,Thomas Mangani,fr,MF,,Angers,Ligue 1,33,1987,29.9,54,37,25,26,3,30,90,33.3,60,31,8,23,38,92,39,Matches
1592,Vito Mannone,it,GK,,Monaco,Ligue 1,32,1988,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
1593,Kostas Manolas,gr,DF,,Napoli,it Serie A,29,1991,25.5,31,18,24,7,0,17,24,70.8,7,22,13,9,23,54,82,Matches
1594,Javier Manquillo,es,DF,,Newcastle Utd,Premier League,26,1994,9.2,24,14,8,14,2,11,17,64.7,6,8,1,7,9,33,15,Matches
1595,Juan Manuel Ramos,uy,DF,,Spezia,it Serie A,23,1996,3.3,5,0,3,0,2,4,7,57.1,3,1,0,1,2,7,6,Matches
1596,Myziane Maolida,km,FW,MF,Nice,Ligue 1,21,1999,12.0,13,8,4,4,5,4,11,36.4,7,6,1,5,6,19,4,Matches
1597,Faitout Maouassa,fr,DF,,Rennes,Ligue 1,22,1998,13.0,20,11,10,8,2,11,19,57.9,8,9,1,8,17,37,36,Matches
1598,Sekou Mara,fr,FW,MF,Bordeaux,Ligue 1,18,2002,2.5,5,3,1,3,1,2,10,20.0,8,0,0,0,1,6,1,Matches
1599,Fernando Marçal,br,DF,MF,Wolves,Premier League,31,1989,6.9,13,5,6,7,0,6,11,54.5,5,11,2,9,12,25,25,Matches
1600,Fernando Marçal,br,DF,,Lyon,Ligue 1,31,1989,0.9,1,0,0,1,0,0,0,,0,0,0,0,2,3,0,Matches
1601,Marcelo,br,DF,MF,Real Madrid,La Liga,32,1988,11.7,25,21,11,6,8,11,24,45.8,13,13,1,12,10,35,15,Matches
1602,Marcelo,br,DF,,Lyon,Ligue 1,33,1987,32.3,44,29,30,12,2,26,37,70.3,11,35,25,10,49,93,122,Matches
1603,Solly March,eng,DF,MF,Brighton,Premier League,26,1994,18.6,49,23,24,15,10,18,34,52.9,16,30,5,25,22,71,30,Matches
1604,Federico Marchetti,it,GK,,Genoa,it Serie A,37,1983,3.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,Matches
1605,Riccardo Marchizza,it,DF,,Spezia,it Serie A,22,1998,17.3,20,11,12,5,3,12,21,57.1,9,13,4,9,11,31,27,Matches
1606,Gian Marco Ferrari,it,DF,,Sassuolo,it Serie A,28,1992,33.5,32,20,15,14,3,10,23,43.5,13,46,37,9,50,82,100,Matches
1607,Iván Marcone,ar,MF,,Elche,La Liga,30,1990,29.4,64,41,42,17,5,35,84,41.7,49,27,8,19,36,100,33,Matches
1608,Óscar de Marcos,es,DF,MF,Athletic Club,La Liga,31,1989,16.9,28,17,12,10,6,10,25,40.0,15,12,1,11,12,40,38,Matches
1609,Dario Maresic,at,DF,,Reims,Ligue 1,20,1999,5.7,12,7,8,4,0,8,14,57.1,6,7,2,5,10,22,17,Matches
1610,José Mari,es,MF,,Cádiz,La Liga,32,1987,16.1,32,17,13,18,1,14,31,45.2,17,16,7,9,27,59,33,Matches
1611,Pablo Marí,es,DF,,Arsenal,Premier League,26,1993,10.0,15,9,12,3,0,5,10,50.0,5,8,7,1,9,24,30,Matches
1612,José María Giménez,uy,DF,,Atlético Madrid,La Liga,25,1995,19.6,20,7,14,5,1,12,17,70.6,5,17,11,6,21,41,65,Matches
1613,Mariano,do,FW,,Real Madrid,La Liga,26,1993,5.7,4,2,2,1,1,0,9,0.0,9,3,1,2,0,4,3,Matches
1614,Jordan Marié,fr,MF,,Dijon,Ligue 1,28,1991,15.9,34,17,9,23,2,23,56,41.1,33,14,5,9,23,57,12,Matches
1615,Adrián Marín,es,DF,MF,Alavés,La Liga,23,1997,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,2,3,2,Matches
1616,Adrián Marín,es,DF,MF,Granada,La Liga,23,1997,3.0,5,2,1,3,1,2,3,66.7,1,5,2,3,4,9,9,Matches
1617,Răzvan Marin,ro,MF,,Cagliari,it Serie A,24,1996,32.9,54,33,26,22,6,27,53,50.9,26,29,10,19,29,83,15,Matches
1618,Guillermo Maripán,cl,DF,,Monaco,Ligue 1,26,1994,23.2,26,11,17,9,0,15,27,55.6,12,18,11,7,27,53,66,Matches
1619,Marlon,br,DF,,Sassuolo,it Serie A,24,1995,19.4,19,13,13,6,0,13,18,72.2,5,23,17,6,27,46,44,Matches
1620,Omar Marmoush,eg,FW,,Wolfsburg,Bundesliga,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1621,Marquinhos,br,DF,,Paris S-G,Ligue 1,26,1994,23.6,27,21,14,10,3,15,26,57.7,11,21,9,12,27,54,75,Matches
1622,Luca Marrone,it,DF,,Crotone,it Serie A,30,1990,17.6,25,18,16,9,0,13,21,61.9,8,22,11,11,26,51,56,Matches
1623,Roger Martí,es,FW,,Levante,La Liga,29,1991,24.4,11,7,5,4,2,6,23,26.1,17,10,3,7,4,15,6,Matches
1624,Anthony Martial,fr,FW,,Manchester Utd,Premier League,24,1995,16.4,2,1,1,1,0,0,10,0.0,10,17,3,14,1,3,8,Matches
1625,Aarón Martín,es,DF,,Celta Vigo,La Liga,23,1997,17.1,34,20,15,16,3,10,33,30.3,23,15,4,11,13,47,37,Matches
1626,Aarón Martín,es,DF,FW,Mainz 05,Bundesliga,23,1997,2.9,3,2,2,1,0,2,4,50.0,2,1,0,1,2,5,2,Matches
1627,Álex Martín,es,DF,,Cádiz,La Liga,22,1998,1.1,2,0,1,1,0,2,4,50.0,2,1,1,0,0,2,6,Matches
1628,Jonas Martin,fr,MF,,Rennes,Ligue 1,30,1990,5.4,11,9,5,4,2,5,14,35.7,9,11,2,9,13,24,2,Matches
1629,Gabriel Martinelli,br,FW,,Arsenal,Premier League,19,2001,6.5,7,1,2,3,2,4,10,40.0,6,6,0,6,8,15,4,Matches
1630,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,27,1992,38.0,3,3,3,0,0,3,4,75.0,1,0,0,0,2,5,10,Matches
1631,Iñigo Martínez,es,DF,,Athletic Club,La Liga,29,1991,28.0,22,15,16,6,0,9,27,33.3,18,17,7,10,28,50,96,Matches
1632,Javi Martínez,es,MF,FW,Osasuna,La Liga,20,1999,5.1,9,4,1,6,2,5,12,41.7,7,9,0,9,5,14,4,Matches
1633,Javi Martínez,es,DF,MF,Bayern Munich,Bundesliga,31,1988,5.2,10,5,4,4,2,7,9,77.8,2,8,4,4,13,23,19,Matches
1634,Josep Martinez,es,GK,,RB Leipzig,Bundesliga,22,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1635,Lautaro Martínez,ar,FW,,Inter,it Serie A,22,1997,28.5,25,12,5,11,9,7,24,29.2,17,31,1,30,27,52,16,Matches
1636,Pablo Martinez,fr,DF,,Nîmes,Ligue 1,31,1989,6.0,10,7,7,3,0,7,7,100.0,0,6,4,2,11,21,28,Matches
1637,Lucas Martínez Quarta,ar,DF,,Fiorentina,it Serie A,24,1996,16.5,32,20,17,11,4,18,41,43.9,23,27,9,18,39,71,48,Matches
1638,Gelson Martins,pt,MF,FW,Monaco,Ligue 1,25,1995,17.2,41,26,12,16,13,15,37,40.5,22,20,0,20,13,54,8,Matches
1639,Adam Marušić,me,DF,,Lazio,it Serie A,27,1992,33.0,38,22,22,15,1,20,40,50.0,20,38,6,32,40,78,54,Matches
1640,Sylvain Marveaux,fr,MF,FW,Lorient,Ligue 1,34,1986,2.2,6,3,1,4,1,3,3,100.0,0,2,0,2,1,7,2,Matches
1641,Marvin,es,DF,MF,Real Madrid,La Liga,20,2000,1.5,3,2,0,3,0,1,2,50.0,1,1,0,1,2,5,3,Matches
1642,Omar Mascarell,gq,MF,,Schalke 04,Bundesliga,27,1993,19.6,41,24,15,19,7,21,54,38.9,33,40,14,26,37,78,32,Matches
1643,Andrea Masiello,it,DF,,Genoa,it Serie A,34,1986,28.5,38,22,29,6,3,23,48,47.9,25,32,13,19,53,91,107,Matches
1644,Jordi Masip,es,GK,,Valladolid,La Liga,31,1989,25.0,0,0,0,0,0,0,2,0.0,2,2,0,2,2,2,8,Matches
1645,Roberto Massimo,de,DF,FW,Stuttgart,Bundesliga,19,2000,8.4,21,11,13,5,3,11,24,45.8,13,5,1,4,11,32,13,Matches
1646,Giuseppe Mastinu,it,FW,,Spezia,it Serie A,28,1991,0.4,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,0,Matches
1647,Arthur Masuaku,cd,DF,MF,West Ham,Premier League,26,1993,11.2,20,12,14,6,0,11,34,32.4,23,12,0,12,8,28,28,Matches
1648,Jaime Mata,es,FW,,Getafe,La Liga,31,1988,22.6,12,7,1,3,8,3,18,16.7,15,13,2,11,6,18,16,Matches
1649,Juan Mata,es,FW,MF,Manchester Utd,Premier League,32,1988,5.7,1,0,1,0,0,0,7,0.0,7,3,0,3,3,4,3,Matches
1650,Pape Matar Sarr,sn,MF,,Metz,Ligue 1,17,2002,17.7,45,29,19,21,5,20,38,52.6,18,24,4,20,27,72,16,Matches
1651,Eliot Matazo,be,MF,,Monaco,Ligue 1,18,2002,3.5,11,5,6,5,0,3,7,42.9,4,1,0,1,1,12,2,Matches
1652,Jean-Philippe Mateta,fr,FW,,Crystal Palace,Premier League,23,1997,2.5,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,2,Matches
1653,Jean-Philippe Mateta,fr,FW,,Mainz 05,Bundesliga,23,1997,11.1,6,3,1,3,2,0,3,0.0,3,3,1,2,4,10,6,Matches
1654,Nemanja Matić,rs,MF,,Manchester Utd,Premier League,31,1988,12.3,25,11,13,12,0,13,31,41.9,18,19,5,14,22,47,10,Matches
1655,Joël Matip,cm,DF,,Liverpool,Premier League,28,1991,7.7,14,9,7,7,0,7,8,87.5,1,6,0,6,7,21,22,Matches
1656,Rabbi Matondo,wls,FW,MF,Schalke 04,Bundesliga,19,2000,2.4,3,2,0,3,0,2,3,66.7,1,1,0,1,1,4,1,Matches
1657,Ryder Matos,br,MF,,Udinese,it Serie A,27,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1658,Henning Matriciani,de,DF,,Schalke 04,Bundesliga,20,2000,0.3,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,Matches
1659,Chrislain Matsima,fr,DF,FW,Monaco,Ligue 1,18,2002,3.9,5,4,3,2,0,4,7,57.1,3,3,0,3,4,9,12,Matches
1660,Federico Mattiello,it,DF,,Spezia,it Serie A,25,1995,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1661,Neal Maupay,fr,FW,MF,Brighton,Premier League,23,1996,27.9,20,8,9,7,4,4,24,16.7,20,20,0,20,13,33,6,Matches
1662,Tony Mauricio,fr,MF,,Lens,Ligue 1,26,1994,5.6,19,12,7,8,4,11,17,64.7,6,8,1,7,3,22,4,Matches
1663,Stephy Mavididi,eng,FW,MF,Montpellier,Ligue 1,22,1998,22.6,18,5,7,10,1,8,23,34.8,15,12,0,12,14,32,6,Matches
1664,Konstantinos Mavropanos,gr,DF,,Stuttgart,Bundesliga,22,1997,16.3,42,29,29,12,1,27,46,58.7,19,25,10,15,59,101,66,Matches
1665,Eric Maxim Choupo-Moting,cm,FW,MF,Bayern Munich,Bundesliga,31,1989,9.1,8,2,0,5,3,1,4,25.0,3,6,0,6,2,10,7,Matches
1666,Borja Mayoral,es,FW,,Roma,it Serie A,23,1997,17.2,3,2,0,0,3,1,10,10.0,9,5,0,5,0,3,5,Matches
1667,Borja Mayoral,es,FW,,Real Madrid,La Liga,23,1997,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
1668,Youssef Maziz,fr,MF,FW,Metz,Ligue 1,22,1998,2.9,2,0,1,1,0,1,5,20.0,4,1,0,1,6,8,1,Matches
1669,Antonio Mazzotta,it,DF,,Crotone,it Serie A,30,1989,0.6,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,Matches
1670,Kevin Mbabu,ch,DF,,Wolfsburg,Bundesliga,25,1995,18.2,51,33,27,17,7,24,35,68.6,11,28,7,21,22,73,59,Matches
1671,Kylian Mbappé,fr,FW,,Paris S-G,Ligue 1,21,1998,26.4,4,2,0,1,3,2,9,22.2,7,7,1,6,3,7,4,Matches
1672,Ibrahima Mbaye,sn,DF,,Bologna,it Serie A,25,1994,4.8,6,5,5,1,0,3,5,60.0,2,5,3,2,1,7,10,Matches
1673,Jean-Manuel Mbom,de,MF,DF,Werder Bremen,Bundesliga,20,2000,12.9,19,13,14,3,2,8,27,29.6,19,17,6,11,13,32,27,Matches
1674,Nathanael Mbuku,cd,MF,FW,Reims,Ligue 1,18,2002,24.6,33,19,9,13,11,8,28,28.6,20,17,0,17,14,47,10,Matches
1675,James McArthur,sct,MF,,Crystal Palace,Premier League,32,1987,16.3,57,32,25,27,5,15,39,38.5,24,28,3,25,23,80,31,Matches
1676,Oliver McBurnie,sct,FW,,Sheffield Utd,Premier League,24,1996,14.7,15,7,7,7,1,5,17,29.4,12,10,3,7,6,21,30,Matches
1677,Alex McCarthy,eng,GK,,Southampton,Premier League,30,1989,30.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,Matches
1678,James McCarthy,ie,MF,,Crystal Palace,Premier League,29,1990,9.1,16,12,9,7,0,8,21,38.1,13,15,7,8,8,24,12,Matches
1679,John McGinn,sct,MF,,Aston Villa,Premier League,25,1994,37.0,61,37,23,31,7,27,84,32.1,57,38,6,32,43,104,23,Matches
1680,David McGoldrick,ie,FW,MF,Sheffield Utd,Premier League,32,1987,26.6,33,21,8,15,10,13,31,41.9,18,19,3,16,2,35,25,Matches
1681,Weston McKennie,us,MF,,Juventus,it Serie A,21,1998,18.9,34,19,9,20,5,12,33,36.4,21,21,3,18,28,62,26,Matches
1682,Dwight McNeil,eng,MF,,Burnley,Premier League,20,1999,34.1,47,24,24,18,5,18,56,32.1,38,44,6,38,32,79,32,Matches
1683,Scott McTominay,sct,MF,,Manchester Utd,Premier League,23,1996,23.7,51,24,23,25,3,23,36,63.9,13,35,10,25,29,80,46,Matches
1684,Gary Medel,cl,DF,MF,Bologna,it Serie A,32,1987,5.7,12,9,6,5,1,4,10,40.0,6,8,6,2,7,19,10,Matches
1685,Facundo Medina,ar,DF,,Lens,Ligue 1,21,1999,22.3,39,22,22,15,2,24,38,63.2,14,25,9,16,39,78,51,Matches
1686,Nathan de Medina,be,DF,,Arminia,Bundesliga,22,1997,7.1,16,10,9,6,1,3,10,30.0,7,12,2,10,11,27,22,Matches
1687,Ben Mee,eng,DF,,Burnley,Premier League,30,1989,29.9,32,15,16,14,2,14,29,48.3,15,54,45,9,43,75,148,Matches
1688,Joshua Mees,de,FW,,Union Berlin,Bundesliga,24,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1689,Admir Mehmedi,ch,MF,FW,Wolfsburg,Bundesliga,29,1991,9.1,17,9,6,7,4,6,16,37.5,10,7,0,7,5,22,1,Matches
1690,Soualiho Meïté,fr,MF,,Torino,it Serie A,26,1994,10.2,11,7,6,4,1,5,16,31.3,11,18,1,17,10,21,9,Matches
1691,Soualiho Meïté,fr,MF,,Milan,it Serie A,26,1994,6.5,18,10,10,6,2,8,17,47.1,9,9,2,7,8,26,16,Matches
1692,Hannibal Mejbri,tn,MF,,Manchester Utd,Premier League,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1693,Farid El Melali,dz,FW,MF,Angers,Ligue 1,23,1997,4.6,9,5,5,4,0,2,13,15.4,11,12,0,12,6,15,2,Matches
1694,Filippo Melegoni,it,MF,DF,Genoa,it Serie A,21,1999,4.3,7,6,2,5,0,3,6,50.0,3,5,0,5,5,12,8,Matches
1695,Gonzalo Melero,es,MF,FW,Levante,La Liga,26,1994,20.6,24,15,11,6,7,10,39,25.6,29,14,5,9,18,42,22,Matches
1696,Birger Meling,no,DF,,Nîmes,Ligue 1,25,1994,25.9,49,31,27,15,7,33,50,66.0,17,43,9,34,36,85,70,Matches
1697,Arthur Melo,br,MF,,Juventus,it Serie A,23,1996,12.9,17,9,7,10,0,12,31,38.7,19,6,1,5,18,35,9,Matches
1698,Memphis,nl,FW,,Lyon,Ligue 1,26,1994,32.5,4,3,0,3,1,1,20,5.0,19,11,1,10,5,9,3,Matches
1699,Houboulang Mendes,gw,DF,,Lorient,Ligue 1,22,1998,14.4,28,19,19,5,4,16,28,57.1,12,14,2,12,14,42,35,Matches
1700,Pedro Mendes,pt,DF,,Montpellier,Ligue 1,29,1990,18.1,21,19,16,5,0,14,21,66.7,7,23,13,10,34,55,58,Matches
1701,Thiago Mendes,br,MF,,Lyon,Ligue 1,28,1992,24.9,37,22,13,20,4,18,38,47.4,20,33,7,26,39,76,21,Matches
1702,Brais Méndez,es,MF,FW,Celta Vigo,La Liga,23,1997,29.7,59,31,23,27,9,16,65,24.6,49,27,2,25,32,91,34,Matches
1703,Édgar Méndez,es,MF,FW,Alavés,La Liga,30,1990,23.2,39,29,18,13,8,15,48,31.3,33,20,3,17,19,58,14,Matches
1704,Eñaut Mendía,es,FW,,Eibar,La Liga,21,1999,0.7,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,Matches
1705,Batista Mendy,fr,MF,,Nantes,Ligue 1,20,2000,0.8,1,1,0,1,0,0,1,0.0,1,3,1,2,1,2,1,Matches
1706,Benjamin Mendy,fr,DF,,Manchester City,Premier League,26,1994,10.6,13,9,1,8,4,5,21,23.8,16,12,5,7,5,18,14,Matches
1707,Edouard Mendy,sn,GK,,Chelsea,Premier League,28,1992,30.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,9,Matches
1708,Edouard Mendy,sn,GK,,Rennes,Ligue 1,28,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1709,Ferland Mendy,fr,DF,,Real Madrid,La Liga,25,1995,24.5,26,16,17,6,3,12,24,50.0,12,16,4,12,26,52,32,Matches
1710,Nampalys Mendy,sn,MF,,Leicester City,Premier League,28,1992,16.2,26,17,18,6,2,7,20,35.0,13,12,1,11,14,40,8,Matches
1711,Hamza Mendyl,ma,FW,DF,Schalke 04,Bundesliga,22,1997,1.1,2,2,2,0,0,0,2,0.0,2,2,0,2,0,2,2,Matches
1712,Levent Mercan,de,FW,,Schalke 04,Bundesliga,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1713,Jorge Meré,es,DF,,Köln,Bundesliga,23,1997,14.4,13,6,9,3,1,6,13,46.2,7,14,11,3,15,28,63,Matches
