Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2107,Andrea Petagna,it,FW,,Monza,Serie A,27,1995,18.5,434,387,41,0,4,10,3,1,0,0,0,0,316,6,9
2108,Nils Petersen,de,FW,,Freiburg,Bundesliga,33,1988,3.1,74,72,2,0,0,0,0,0,0,0,0,0,33,0,1
2109,Lukas Petkov,bg,MF,FW,Augsburg,Bundesliga,21,2000,1.6,34,32,2,0,0,0,0,1,0,0,0,0,18,0,2
2110,Cameron Peupion,au,MF,,Brighton,Premier League,19,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2111,Germán Pezzella,ar,DF,,Betis,La Liga,31,1991,27.9,1312,1253,55,52,1,8,2,3,0,0,0,0,1129,4,7
2112,Giuseppe Pezzella,it,DF,,Lecce,Serie A,24,1997,10.2,534,410,123,13,0,3,34,109,1,0,1,0,419,1,16
2113,Luca Pfeiffer,de,FW,,Stuttgart,Bundesliga,25,1996,7.8,201,186,14,0,1,4,1,0,0,0,0,0,129,1,3
2114,Maximilian Philipp,de,FW,,Wolfsburg,Bundesliga,28,1994,1.3,42,34,8,2,0,0,7,1,5,5,0,0,27,0,2
2115,Maximilian Philipp,de,FW,MF,Werder Bremen,Bundesliga,28,1994,4.9,138,133,3,1,0,1,0,0,0,0,0,0,109,2,1
2116,Kalvin Phillips,eng,MF,,Manchester City,Premier League,26,1995,3.3,313,310,2,2,0,2,0,0,0,0,0,0,289,1,1
2117,Nathaniel Phillips,eng,DF,,Liverpool,Premier League,25,1997,0.7,82,80,2,2,0,2,0,0,0,0,0,0,71,0,0
2118,Krzysztof Piątek,pl,FW,,Salernitana,Serie A,27,1995,23.8,558,501,51,0,0,1,14,2,0,0,0,0,379,6,12
2119,Roberto Piccoli,it,FW,,Hellas Verona,Serie A,21,2001,2.1,25,23,1,0,0,0,3,0,0,0,0,0,13,1,0
2120,Roberto Piccoli,it,FW,,Empoli,Serie A,21,2001,5.7,97,95,2,0,0,2,1,1,0,0,0,0,62,0,5
2121,Charles Pickel,cd,MF,,Cremonese,Serie A,25,1997,27.6,978,940,34,10,0,0,11,14,0,0,0,0,756,4,21
2122,Jordan Pickford,eng,GK,,Everton,Premier League,28,1994,37.0,1312,823,484,169,1,7,0,0,0,0,0,0,749,5,1
2123,Amos Pieper,de,DF,,Werder Bremen,Bundesliga,24,1998,21.7,1206,1156,43,30,0,10,17,13,0,0,0,0,943,7,6
2124,Ronaël Pierre-Gabriel,fr,DF,,Espanyol,La Liga,24,1998,2.6,104,76,28,0,0,0,10,28,0,0,0,0,77,0,4
2125,Ronaël Pierre-Gabriel,fr,DF,,Strasbourg,Ligue 1,24,1998,7.3,364,295,69,10,0,1,19,59,0,0,0,0,287,0,9
2126,Andrea Pinamonti,it,FW,,Sassuolo,Serie A,23,1999,24.0,496,441,54,0,1,3,14,0,0,0,0,0,324,1,22
2127,Ethan Pinnock,jm,DF,,Brentford,Premier League,29,1993,30.0,1149,1088,57,14,0,3,10,43,0,0,0,0,914,4,5
2128,Yeremi Pino,es,FW,MF,Villarreal,La Liga,19,2002,27.2,845,818,16,1,5,2,20,5,5,0,0,0,651,11,41
2129,Gerard Piqué,es,DF,,Barcelona,La Liga,35,1987,4.3,385,372,11,6,0,6,0,0,0,0,0,0,353,2,2
2130,Lorenzo Pirola,it,DF,,Salernitana,Serie A,20,2002,21.6,989,952,31,26,0,2,1,5,0,0,0,0,790,6,13
2131,Niccolò Pisilli,it,MF,,Roma,Serie A,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Marko Pjaca,hr,MF,FW,Empoli,Serie A,27,1995,5.8,246,218,28,4,0,0,25,2,17,8,6,0,195,0,3
2133,Óscar Plano,es,FW,MF,Valladolid,La Liga,31,1991,22.6,640,614,21,3,5,4,23,3,0,0,0,0,468,5,22
2134,Gonzalo Plata,ec,FW,,Valladolid,La Liga,21,2000,25.6,782,712,69,6,3,1,54,34,23,16,2,1,582,1,31
2135,Marvin Plattenhardt,de,DF,,Hertha BSC,Bundesliga,30,1992,26.7,1208,801,403,81,0,9,156,262,60,19,33,0,794,4,26
2136,Alassane Pléa,fr,FW,,Gladbach,Bundesliga,29,1993,19.7,763,730,30,9,14,4,48,11,2,2,0,0,529,3,41
2137,Tommaso Pobega,it,MF,,Milan,Serie A,23,1999,9.8,401,391,9,7,0,2,5,1,0,0,0,0,307,1,11
2138,Daniel Podence,pt,FW,MF,Wolves,Premier League,26,1995,19.7,663,609,51,8,9,7,56,11,26,9,8,0,445,3,19
2139,Paul Pogba,fr,MF,FW,Juventus,Serie A,29,1993,1.2,67,67,0,0,1,0,2,0,0,0,0,0,48,0,4
2140,Joel Pohjanpalo,fi,FW,MF,Leverkusen,Bundesliga,27,1994,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2141,Matteo Politano,it,FW,,Napoli,Serie A,28,1993,13.0,641,571,64,13,2,8,82,19,32,18,3,0,468,6,24
2142,Sebastian Polter,de,FW,,Schalke 04,Bundesliga,31,1991,7.0,160,142,13,1,0,1,2,0,0,0,0,0,84,5,3
2143,Ezequiel Ponce,ar,FW,MF,Elche,La Liga,25,1997,12.5,292,280,9,0,1,4,1,1,0,0,0,0,218,3,8
2144,Julien Ponceau,fr,MF,,Lorient,Ligue 1,21,2000,18.4,840,786,50,12,2,2,12,9,2,0,0,0,691,4,23
2145,Marin Pongračić,hr,DF,,Lecce,Serie A,24,1997,8.8,361,324,37,37,0,3,0,0,0,0,0,0,296,0,1
2146,Nick Pope,eng,GK,,Newcastle Utd,Premier League,30,1992,36.2,890,612,278,71,0,3,0,0,0,0,0,0,614,0,1
2147,Łukasz Poręba,pl,MF,,Lens,Ligue 1,22,2000,2.9,143,142,1,1,0,0,6,0,0,0,0,0,116,0,1
2148,Jackson Porozo,ec,DF,,Troyes,Ligue 1,21,2000,18.0,629,599,30,24,0,4,3,6,0,0,0,0,512,0,8
2149,Pedro Porro,es,DF,MF,Tottenham,Premier League,22,1999,12.6,648,525,121,6,7,4,77,91,24,12,12,0,465,2,29
2150,Francisco Portillo,es,MF,FW,Almería,La Liga,32,1990,8.0,459,436,20,5,6,1,12,8,7,1,3,0,365,3,13
2151,Portu,es,MF,DF,Getafe,La Liga,30,1992,19.7,731,599,123,7,1,2,91,108,8,5,3,0,493,9,44
2152,Stefan Posch,at,DF,,Bologna,Serie A,25,1997,28.1,1805,1489,311,35,4,16,49,276,0,0,0,0,1399,5,45
2153,Stefan Posch,at,DF,,Hoffenheim,Bundesliga,25,1997,0.2,12,10,2,2,0,0,0,0,0,0,0,0,8,0,1
2154,Yussuf Poulsen,dk,FW,,RB Leipzig,Bundesliga,28,1994,4.6,126,120,5,0,3,0,4,3,0,0,0,0,69,1,2
2155,José Pozo,es,MF,FW,Rayo Vallecano,La Liga,26,1996,1.0,45,42,3,3,1,0,4,0,0,0,0,0,34,0,1
2156,Manuel Pozo,es,FW,,Valladolid,La Liga,20,2001,0.2,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0
2157,Alejandro Pozo Pozo,es,DF,,Almería,La Liga,23,1999,20.9,1117,912,197,13,0,5,70,184,0,0,0,0,814,8,32
2158,Dennis Praet,be,MF,FW,Leicester City,Premier League,28,1994,7.2,270,254,14,2,2,0,15,5,2,0,0,0,200,2,15
2159,Abdón Prats,es,FW,MF,Mallorca,La Liga,29,1992,4.6,91,86,5,1,2,2,0,0,0,0,0,0,58,0,0
2160,Sanjin Prcić,ba,MF,,Strasbourg,Ligue 1,28,1993,18.1,1056,989,66,51,3,10,29,0,13,9,4,0,890,1,11
2161,Isaac Price,nir,MF,,Everton,Premier League,18,2003,0.4,14,14,0,0,0,0,1,0,0,0,0,0,12,0,0
2162,Grischa Prömel,de,MF,,Hoffenheim,Bundesliga,27,1995,16.2,473,454,14,7,0,0,6,4,0,0,0,0,363,5,12
2163,Ivan Provedel,it,GK,,Lazio,Serie A,28,1994,37.9,1323,1037,282,84,0,9,0,0,0,0,0,0,1061,4,0
2164,Javi Puado,es,FW,MF,Espanyol,La Liga,24,1998,26.0,590,572,17,2,0,1,36,10,2,0,1,0,450,1,22
2165,Mehdi Puch-Herrantz,fr,MF,,Ajaccio,Ligue 1,18,2004,0.5,28,28,0,0,0,0,0,0,0,0,0,0,22,0,0
2166,Tymoteusz Puchacz,pl,DF,,Union Berlin,Bundesliga,23,1999,0.6,36,27,8,1,0,0,5,4,3,1,0,0,22,1,1
2167,Arnau Puigmal,es,MF,FW,Almería,La Liga,21,2001,8.5,274,237,35,3,4,0,18,23,9,0,3,0,193,2,9
2168,Christian Pulisic,us,FW,DF,Chelsea,Premier League,23,1998,9.1,301,294,4,0,1,0,18,4,0,0,0,0,238,3,8
2169,Ignacio Pussetto,ar,MF,DF,Sampdoria,Serie A,26,1995,1.7,56,55,1,1,0,1,5,0,0,0,0,0,34,0,4
2170,Niklas Pyyhtiä,fi,MF,,Bologna,Serie A,18,2003,1.2,53,51,2,1,0,0,0,1,0,0,0,0,41,0,1
2171,Fabio Quagliarella,it,FW,,Sampdoria,Serie A,39,1983,8.9,245,223,20,1,2,5,14,2,0,0,0,0,159,2,11
2172,Giacomo Quagliata,it,DF,,Cremonese,Serie A,22,2000,7.8,338,264,73,5,0,0,54,60,8,3,4,0,221,1,14
2173,Eduardo Quaresma,pt,DF,,Hoffenheim,Bundesliga,20,2002,1.0,68,67,1,0,0,0,0,1,0,0,0,0,60,0,0
2174,Joshua Quarshie,de,MF,,Hoffenheim,Bundesliga,18,2004,0.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2175,Ghjuvanni Quilichini,fr,GK,,Ajaccio,Ligue 1,19,2002,0.9,34,20,14,6,0,0,0,0,0,0,0,0,14,0,0
2176,Domingos Quina,pt,MF,,Elche,La Liga,22,1999,3.1,147,137,9,4,2,0,6,4,1,0,0,0,122,1,3
2177,Rubén Quintanilla,es,DF,,Mallorca,La Liga,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
2178,Adrien Rabiot,fr,MF,,Juventus,Serie A,27,1995,30.5,1191,1153,32,16,2,6,34,15,0,0,0,0,971,6,22
2179,Nemanja Radonjić,rs,MF,FW,Torino,Serie A,26,1996,16.2,473,440,29,1,2,5,76,3,25,17,5,0,298,4,23
2180,Ivan Radovanović,rs,MF,DF,Salernitana,Serie A,33,1988,7.5,265,252,12,12,2,3,0,0,0,0,0,0,214,1,1
2181,Ionuț Radu,ro,GK,,Cremonese,Serie A,25,1997,9.0,336,248,84,17,0,0,0,0,0,0,0,0,221,4,0
2182,Ionuț Radu,ro,GK,,Auxerre,Ligue 1,25,1997,17.0,598,411,186,58,0,0,0,0,0,0,0,0,345,1,0
2183,Ștefan Radu,ro,FW,,Lazio,Serie A,35,1986,0.0,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0
2184,Antonio Raillo,es,DF,,Mallorca,La Liga,30,1991,30.7,1088,1022,62,57,0,0,0,3,0,0,0,0,902,4,6
2185,Antonio Raimondo,it,FW,,Bologna,Serie A,18,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2186,Predrag Rajković,rs,GK,,Mallorca,La Liga,26,1995,36.0,1210,750,458,149,0,5,0,0,0,0,0,0,717,2,0
2187,Ivan Rakitić,hr,MF,,Sevilla,La Liga,34,1988,19.9,1241,1121,117,66,2,33,74,12,38,8,23,0,997,3,21
2188,Diant Ramaj,de,GK,,Eint Frankfurt,Bundesliga,20,2001,1.0,25,19,6,2,0,0,0,0,0,0,0,0,21,0,0
2189,Largie Ramazani,be,FW,MF,Almería,La Liga,21,2001,15.6,291,266,20,1,3,1,20,7,1,1,0,0,195,5,18
2190,Simon Ramet,fr,DF,,Lille,Ligue 1,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,Adil Rami,fr,DF,,Troyes,Ligue 1,36,1985,17.7,731,691,35,31,0,7,5,3,0,0,0,0,615,5,8
2192,Chris Ramos,es,FW,,Cádiz,La Liga,25,1997,7.9,149,141,4,0,0,0,6,0,0,0,0,0,79,4,5
2193,Sergio Ramos,es,DF,,Paris S-G,Ligue 1,36,1986,30.0,2535,2453,80,47,2,38,13,27,0,0,0,0,2394,2,13
2194,Aaron Ramsdale,eng,GK,,Arsenal,Premier League,24,1998,38.0,1111,872,237,83,0,6,0,1,0,0,0,0,761,2,3
2195,Aaron Ramsey,wls,MF,,Nice,Ligue 1,31,1990,17.6,1088,998,88,37,5,11,62,6,45,16,18,0,915,2,10
2196,Jacob Ramsey,eng,MF,FW,Aston Villa,Premier League,21,2001,29.3,889,880,3,2,3,3,18,1,0,0,0,0,728,6,26
2197,Luca Ranieri,it,DF,,Fiorentina,Serie A,23,1999,5.6,334,322,10,5,0,1,0,5,0,0,0,0,278,2,3
2198,Andrea Ranocchia,it,DF,,Monza,Serie A,34,1988,0.5,19,15,4,1,0,0,0,0,0,0,0,0,16,0,0
2199,Filippo Ranocchia,it,MF,,Monza,Serie A,21,2001,5.9,255,242,13,7,3,9,13,2,4,0,4,0,201,0,6
2200,Lilian Raolisoa,fr,DF,MF,Angers,Ligue 1,22,2000,1.9,119,103,16,2,1,1,10,13,1,1,0,0,98,0,0
2201,Raphinha,br,FW,,Barcelona,La Liga,25,1996,23.0,1266,1072,185,35,12,26,172,42,108,44,35,1,915,9,30
2202,Nicolai Rapp,de,MF,DF,Werder Bremen,Bundesliga,25,1996,0.8,59,56,3,2,0,1,1,1,0,0,0,0,47,0,2
2203,Elba Rashani,xk,MF,FW,Clermont Foot,Ligue 1,29,1993,24.0,729,702,24,5,2,2,58,18,1,0,0,0,543,3,40
2204,Marcus Rashford,eng,FW,,Manchester Utd,Premier League,24,1997,32.0,817,790,22,2,2,6,24,9,0,0,0,0,627,5,31
2205,Giacomo Raspadori,it,FW,,Sassuolo,Serie A,22,2000,0.5,12,9,3,0,0,0,1,0,1,1,0,0,10,0,0
2206,Giacomo Raspadori,it,FW,MF,Napoli,Serie A,22,2000,10.1,452,409,43,16,0,6,32,1,19,9,4,0,348,0,14
2207,Rafael Ratão,br,FW,MF,Toulouse,Ligue 1,26,1995,20.6,800,777,18,1,5,3,52,16,0,0,0,0,590,5,25
2208,David Raum,de,DF,MF,RB Leipzig,Bundesliga,24,1998,18.7,1189,937,248,22,3,4,141,170,56,16,31,0,898,4,40
2209,Nicola Ravaglia,it,GK,,Sampdoria,Serie A,33,1988,9.0,325,194,131,32,0,0,0,0,0,0,0,0,213,0,0
2210,Rayan Raveloson,mg,DF,MF,Auxerre,Ligue 1,25,1997,27.0,1130,982,146,30,1,20,33,115,1,1,0,0,917,2,21
2211,David Raya,es,GK,,Brentford,Premier League,26,1995,38.0,1640,1181,455,185,0,19,0,1,0,0,0,0,1054,4,1
2212,Tim Ream,us,DF,,Fulham,Premier League,34,1987,32.2,1922,1858,59,34,0,25,4,11,0,0,0,0,1662,5,8
2213,Ante Rebić,hr,FW,MF,Milan,Serie A,28,1993,10.9,334,316,15,2,4,1,39,4,4,2,1,0,187,3,16
2214,Arkadiusz Reca,pl,DF,,Spezia,Serie A,27,1995,24.1,1197,943,250,5,0,9,99,245,0,0,0,0,827,4,45
2215,Nathan Redmond,eng,DF,,Southampton,Premier League,28,1994,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2216,Harrison Reed,eng,MF,,Fulham,Premier League,27,1995,31.8,1281,1225,51,14,0,4,54,5,3,2,1,0,988,5,46
2217,Sergio Reguilón,es,DF,,Atlético Madrid,La Liga,25,1996,3.4,147,131,15,1,1,0,9,14,0,0,0,0,117,1,7
2218,Bobby Reid,jm,FW,DF,Fulham,Premier League,29,1993,27.5,907,829,74,6,1,2,53,68,0,0,0,0,636,4,35
2219,Pepe Reina,es,GK,,Villarreal,La Liga,39,1982,22.0,855,678,176,58,0,2,0,0,0,0,0,0,685,1,1
2220,Jeff Reine-Adélaïde,fr,MF,,Troyes,Ligue 1,24,1998,2.6,128,120,8,5,0,1,0,0,0,0,0,0,106,0,3
2221,Jeff Reine-Adélaïde,fr,MF,,Lyon,Ligue 1,24,1998,3.7,329,312,16,5,2,0,13,1,8,4,2,0,285,1,5
2222,Reinier,br,MF,FW,Girona,La Liga,20,2002,7.2,248,241,6,2,1,1,2,1,0,0,0,0,198,1,8
2223,Rocco Reitz,de,MF,,Gladbach,Bundesliga,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
2224,Karim Rekik,nl,DF,,Sevilla,La Liga,27,1994,13.1,700,671,27,9,0,3,1,18,0,0,0,0,642,2,0
2225,Álex Remiro,es,GK,,Real Sociedad,La Liga,27,1995,38.0,1313,970,336,120,0,3,0,0,0,0,0,0,941,7,0
2226,Panagiotis Retsos,gr,DF,,Hellas Verona,Serie A,23,1998,1.4,56,43,12,3,0,1,0,9,0,0,0,0,44,1,1
2227,Marco Reus,de,MF,FW,Dortmund,Bundesliga,33,1989,15.0,568,525,42,19,0,1,19,3,6,1,0,0,450,1,21
2228,Alejandro Revuelta Montero,es,DF,,Getafe,La Liga,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,Elvis Rexhbeçaj,xk,MF,,Augsburg,Bundesliga,24,1997,28.0,911,862,44,20,4,2,17,3,4,3,0,0,622,5,29
2230,Gio Reyna,us,FW,MF,Dortmund,Bundesliga,19,2002,6.9,314,287,26,10,0,4,17,10,6,1,4,1,248,1,9
2231,Chadi Riad,ma,MF,,Barcelona,La Liga,19,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2232,Nico Ribaudo,es,MF,FW,Espanyol,La Liga,21,2001,13.9,454,402,48,15,3,2,44,3,22,14,0,0,352,4,11
2233,Alexsandro Ribeiro,br,DF,,Lille,Ligue 1,22,1999,17.9,1271,1202,66,48,1,9,4,1,0,0,0,0,1148,3,7
2234,Franck Ribéry,fr,MF,,Salernitana,Serie A,39,1983,0.4,22,21,0,0,0,0,0,0,0,0,0,0,19,1,0
2235,Samuele Ricci,it,MF,,Torino,Serie A,20,2001,23.0,1181,1111,66,52,2,4,31,1,13,12,1,0,1034,4,16
2236,Declan Rice,eng,MF,,West Ham,Premier League,23,1999,36.4,2135,2060,70,48,4,60,44,3,19,15,1,0,1846,5,26
2237,Chris Richards,us,DF,,Crystal Palace,Premier League,22,2000,5.0,203,190,13,5,0,0,0,8,0,0,0,0,169,0,1
2238,Richarlison,br,MF,FW,Tottenham,Premier League,25,1997,11.2,279,270,9,0,4,1,16,0,0,0,0,0,196,0,13
2239,Marco Richter,de,MF,FW,Hertha BSC,Bundesliga,24,1997,20.4,747,609,134,18,1,9,82,80,28,4,21,0,461,4,33
2240,Diego Rico,es,DF,,Real Sociedad,La Liga,29,1993,18.3,985,779,202,21,0,7,55,181,0,0,0,0,746,4,21
2241,Jaïro Riedewald,nl,DF,MF,Crystal Palace,Premier League,25,1996,0.7,45,38,7,2,0,0,0,4,1,0,0,0,34,0,2
2242,Manuel Riemann,de,GK,,Bochum,Bundesliga,33,1988,34.0,1761,1297,453,191,0,21,1,1,0,0,0,0,1065,11,3
2243,Tomás Rincón,ve,MF,,Sampdoria,Serie A,34,1988,28.4,1245,1186,56,36,2,29,21,5,1,0,1,0,1018,3,12
2244,Rémy Riou,fr,GK,,Lyon,Ligue 1,34,1987,6.7,225,163,62,15,0,0,0,0,0,0,0,0,179,0,0
2245,Renaud Ripart,fr,FW,MF,Troyes,Ligue 1,29,1993,14.7,468,441,26,1,1,1,21,13,0,0,0,0,317,1,14
2246,Rodrigo Riquelme,es,MF,FW,Girona,La Liga,22,2000,24.2,715,677,34,13,4,3,78,7,11,6,1,0,497,4,29
2247,Matt Ritchie,sct,FW,MF,Newcastle Utd,Premier League,32,1989,0.4,31,31,0,0,0,0,2,0,0,0,0,0,24,0,3
2248,Sergi Roberto,es,DF,MF,Barcelona,La Liga,30,1992,14.5,936,842,91,16,1,7,25,75,0,0,0,0,850,3,10
2249,Lucas Robertone,ar,MF,,Almería,La Liga,25,1997,31.6,1364,1211,147,68,10,15,137,12,64,25,34,0,1051,6,18
2250,Andrew Robertson,sct,DF,,Liverpool,Premier League,28,1994,28.7,2265,1883,375,65,2,12,195,229,81,23,49,0,1803,7,41
2251,Antonee Robinson,us,DF,,Fulham,Premier League,24,1997,34.3,1910,1582,327,18,0,5,134,309,0,0,0,0,1404,1,51
2252,Joel Robles,es,GK,,Leeds United,Premier League,32,1990,4.0,122,70,52,20,0,0,0,0,0,0,0,0,63,0,0
2253,Joel Roca,es,MF,FW,Girona,La Liga,17,2005,0.9,39,33,6,1,0,0,0,5,0,0,0,0,30,0,0
2254,Marc Roca,es,MF,,Leeds United,Premier League,25,1996,25.7,1295,1188,102,55,7,10,76,3,40,20,16,0,978,5,17
2255,Enzo Roco,cl,DF,,Elche,La Liga,29,1992,18.4,719,676,38,33,1,5,1,4,0,0,0,0,587,5,7
2256,Marek Rodák,sk,GK,,Fulham,Premier League,25,1996,2.0,61,38,23,8,0,0,0,0,0,0,0,0,29,0,0
2257,Sebastian Rode,de,MF,,Eint Frankfurt,Bundesliga,31,1990,15.7,857,828,24,17,4,1,8,2,0,0,0,0,711,5,14
2258,Joe Rodon,wls,DF,,Rennes,Ligue 1,24,1997,15.7,1051,1040,10,10,0,3,1,0,0,0,0,0,945,1,3
2259,Rodri,es,MF,,Manchester City,Premier League,26,1996,32.3,2987,2943,43,37,2,26,6,3,0,0,0,0,2723,1,21
2260,Rodri,es,FW,MF,Betis,La Liga,22,2000,17.8,858,832,19,9,6,5,47,8,2,1,0,0,732,7,22
2261,Rodrigo,es,FW,MF,Leeds United,Premier League,31,1991,21.5,550,492,53,0,4,10,21,7,2,0,0,0,389,5,9
2262,Álvaro Rodríguez,uy,FW,,Real Madrid,La Liga,18,2004,0.9,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
2263,Ángel Rodríguez,es,FW,MF,Mallorca,La Liga,35,1987,4.4,82,78,4,1,0,1,2,1,0,0,0,0,59,0,1
2264,Óscar Rodríguez Arnaiz,es,MF,,Celta Vigo,La Liga,24,1998,19.7,1057,950,103,54,5,16,83,1,47,11,33,0,833,4,12
2265,Dani Rodríguez,es,MF,,Mallorca,La Liga,34,1988,23.3,685,647,32,9,5,14,32,1,7,2,2,0,537,6,31
2266,Guido Rodríguez,ar,MF,,Betis,La Liga,28,1994,31.9,1688,1596,86,84,3,20,9,2,0,0,0,0,1464,6,14
2267,Miguel Rodríguez,es,MF,FW,Celta Vigo,La Liga,19,2003,2.8,91,90,1,1,0,0,13,0,0,0,0,0,60,0,5
2268,Pablo Rodríguez,es,FW,MF,Lecce,Serie A,20,2001,0.6,21,18,3,0,0,0,4,1,2,0,1,0,14,0,2
2269,Ricardo Rodríguez,ch,DF,,Torino,Serie A,29,1992,29.7,1757,1602,145,40,0,18,71,87,13,10,3,0,1439,10,31
2270,Rodrygo,br,FW,MF,Real Madrid,La Liga,21,2001,26.4,1050,991,51,6,2,6,22,9,18,3,2,0,918,8,24
2271,Mads Roerslev,dk,DF,,Brentford,Premier League,23,1999,12.3,303,282,21,1,2,0,20,20,0,0,0,0,194,0,21
2272,Agustín Rogel,uy,DF,,Hertha BSC,Bundesliga,24,1997,15.8,572,538,31,29,0,6,0,2,0,0,0,0,426,3,7
2273,Rogério,br,DF,,Sassuolo,Serie A,24,1998,33.3,2038,1647,385,53,1,22,113,332,0,0,0,0,1644,6,52
2274,Merlin Röhl,de,MF,FW,Freiburg,Bundesliga,20,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,2
2275,Tony Rölke,de,FW,,Hertha BSC,Bundesliga,19,2003,0.2,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
2276,Filippo Romagna,it,DF,,Sassuolo,Serie A,25,1997,0.5,36,34,2,2,0,0,0,0,0,0,0,0,34,0,0
2277,Alessio Romagnoli,it,DF,,Lazio,Serie A,27,1995,32.5,1849,1688,161,91,1,13,0,2,0,0,0,0,1673,0,6
2278,Simone Romagnoli,it,DF,,Lecce,Serie A,32,1990,1.9,74,71,3,3,0,0,0,0,0,0,0,0,61,0,0
2279,Leo Román,es,GK,,Mallorca,La Liga,22,2000,1.0,42,27,15,3,0,0,0,0,0,0,0,0,29,0,0
2280,Cristian Romero,ar,DF,,Tottenham,Premier League,24,1998,26.3,1606,1523,80,60,4,20,0,19,0,0,0,0,1407,3,24
2281,Iván Romero,es,MF,,Sevilla,La Liga,21,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
2282,Luka Romero,ar,FW,,Lazio,Serie A,17,2004,1.7,80,78,2,0,0,0,0,2,0,0,0,0,70,0,1
2283,Oriol Romeu,es,MF,,Southampton,Premier League,30,1991,0.8,30,30,0,0,0,0,1,0,0,0,0,0,28,0,0
2284,Oriol Romeu,es,MF,,Girona,La Liga,30,1991,32.8,1626,1576,43,41,3,12,13,2,0,0,0,0,1405,7,19
2285,Cristiano Ronaldo,pt,FW,,Manchester Utd,Premier League,37,1985,5.8,162,157,5,0,2,1,3,1,0,0,0,0,121,0,10
2286,Connor Ronan,ie,MF,,Wolves,Premier League,24,1998,0.0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0
2287,Salomón Rondón,ve,FW,,Everton,Premier League,32,1989,1.2,29,28,1,0,0,0,0,1,0,0,0,0,22,0,0
2288,Valentin Rongier,fr,MF,,Marseille,Ligue 1,27,1994,33.7,2109,2055,47,40,6,16,8,7,0,0,0,0,1855,7,22
2289,Marten de Roon,nl,MF,,Atalanta,Serie A,31,1991,32.9,1912,1833,75,54,0,24,13,17,0,0,0,0,1587,4,21
2290,Pablo Rosario,nl,MF,DF,Nice,Ligue 1,25,1997,19.6,1049,1022,25,17,1,3,11,8,0,0,0,0,930,2,9
2291,Francesco Rossi,it,GK,,Atalanta,Serie A,31,1991,0.0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
2292,Tom Rothe,de,DF,,Dortmund,Bundesliga,17,2004,0.3,18,14,4,2,0,0,2,2,0,0,0,0,15,0,0
2293,Joe Rothwell,eng,MF,,Bournemouth,Premier League,27,1995,11.3,457,402,54,24,4,2,26,1,21,12,4,3,385,1,6
2294,Anthony Rouault,fr,DF,,Toulouse,Ligue 1,21,2001,36.8,2063,1923,138,67,1,23,0,12,0,0,0,0,1802,2,14
2295,Jérôme Roussillon,fr,MF,DF,Wolfsburg,Bundesliga,29,1993,0.2,7,6,1,0,0,0,0,1,0,0,0,0,3,0,0
2296,Jérôme Roussillon,fr,DF,,Union Berlin,Bundesliga,29,1993,10.6,438,332,102,4,2,0,36,98,0,0,0,0,307,4,14
2297,Nicolò Rovella,it,MF,,Monza,Serie A,20,2001,19.3,1363,1292,68,52,1,24,28,6,10,2,7,0,1206,3,15
2298,Nicolò Rovella,it,MF,,Juventus,Serie A,20,2001,0.3,25,22,3,1,0,2,3,1,1,1,0,0,22,0,1
2299,Amir Rrahmani,xk,DF,,Napoli,Serie A,28,1994,27.2,2167,2097,67,63,0,30,1,3,0,0,0,0,1977,3,7
2300,Ruan,br,DF,,Sassuolo,Serie A,23,1999,19.0,939,875,62,35,1,3,0,2,0,0,0,0,835,2,8
2301,Rubén,es,DF,MF,Espanyol,La Liga,21,2001,9.9,339,286,52,5,2,2,48,47,0,0,0,0,232,1,9
2302,Antonio Rüdiger,de,DF,,Real Madrid,La Liga,29,1993,26.8,1617,1562,55,25,3,16,5,20,0,0,0,0,1486,0,14
2303,Sebastian Rudy,de,MF,,Hoffenheim,Bundesliga,32,1990,8.8,442,387,53,21,0,1,41,0,30,7,13,2,330,2,8
